"content","class"
"Heat the sunflower oil in a large saute pan and add the onions%2C 1/4 teaspoon salt%2C and some black pepper. Cook over high heat for 5 to 8 minutes%2C stirring often%2C so that parts of the onion get crisp and others just soft. Transfer to paper towels to drain.",1
"Combine in a large bowl%2C mix well%2C and set aside for at least 10 minutes before serving.",1
"Cut tomatoes into an assortment of slices and chunks and spread over a large plate in a single, slightly overlapping layer. Tuck chunks of mozzarella into the tomato pieces. Drizzle generously with extra-virgin olive oil. Sprinkle with coarse sea salt and black pepper. Tear basil leaves into small pieces with your fingertips and spread them on top. Serve immediately.",1
"Drain chickpeas and place in a large pot with bay leaf, carrot, onion, and the segmented celery stalk. Cover with cold water by 2 inches, season with salt, bring to a boil, reduce to a simmer, and cook until the chickpeas are tender but still hold their shape, about 1 hour. Discard bay leaf, carrot, onion, and celery. Drain and rinse under cold running water until chilled. Let drain in a colander set in the sink while you prepare the rest of the salad.",1
"Place pepitas on a large plate and microwave on high power for 2 minutes. Stir and microwave for a further 2 minutes. Continue stirring and microwaving at 30 second intervals until lightly toasted and fragrant. Alternatively, toast in a dry skillet over medium heat, stirring constantly, until lightly toasted and fragrant.",1
"Combine chickpeas, carrots, toasted pumpkin seeds, garlic, olive oil, vinegar, and dill in a large bowl and toss to coat. Season to taste with salt and pepper. Serve immediately, or for better results, store overnight in a covered container in the refrigerator. Salad will keep for up to 3 days.",1
"To rehydrate seaweed: Place seaweed in large bowl filled with water.  Let soak for 10 to 15 minutes, or until seaweed is supple. Working by handfuls, squeeze seaweed of residual water.",1
"Place seaweed on cutting board and chop into rough half-inch slices. Dress seaweed in oil%2C vinegar%2C salt%2C and sugar.  Adjust seasonings to taste%2C depending on how tangy you like your seaweed.  Sprinkle with sesame seeds and serve cold or at room temperature.  Leftover seaweed may be kept in refrigerator for up to four days.",1
"Adjust oven rack to lower-middle position and preheat oven to 400 F. Line a 9- by 13-inch baking dish with foil and butter spray with cooking spray. Add carrots%2C olive oil%2C vinegar%2C and honey. Season lightly with salt and generously with pepper and toss to combine. Transfer to oven to roast%2C stirring periodically%2C until edges are starting to char and carrots are softened but still have some crunch%2C about 25 minutes.",1
"Remove from oven, toss with lemon juice and let cool to room temperature. Add feta, season with additional cracked black pepper, toss and serve.",1
"In a mixing bowl, combine 2 tablespoons of olive oil, cayenne, oregano, 1 teaspoon salt, and 1/2 teaspoon pepper. Add the shrimp and coat with the mixture. Set aside for 10 minutes.",1
"Whisk together and set aside.",1
"To a large mixing bowl, add orzo, cucumber, tomatoes, red onion, olives, artichoke hearts, and parsley. Stir to combine.",1
"Heat the remaining tablespoon of oil in a 10-inch cast iron or stainless steel skillet over high heat until shimmering. Add the shrimp and cook without moving until lightly browned, about 2 minutes. Flip and cook until just cooked through, 1 to 2 minutes longer. Transfer to a small bowl and toss with lime juice.",1
"In a large serving bowl, combine the arugula, shallot, pine nuts, avocado, tomatoes and basil. Add dressing, season with salt and pepper, and toss to combine. Serve immediately, topped with shrimp.",1
"Pour olive oil into orzo mixture. Juice the entire lemon into the same bowl. Add salt and grind pepper to taste. Stir gently to combine. Add feta. Stir again. Serve cold or at room temperature.",1
"Prepare an ice bath. In a medium or large pot of salted boiling water and working in batches%2C cook broccoli florets until just barely softened and bright green%2C 1 minute. Using a strainer%2C transfer immediately to ice bath and repeat with remaining broccoli florets. Once broccoli is fully chilled%2C drain very well.",1
"Put the red onion in iced water for 10 minutes while you prepare the other ingredients.",1
"Meanwhile%2C in a blender%2C combine pistachios with vinegar%2C Dijon%2C garlic%2C and vegetable oil. Blend at high speed%2C stopping to scrape down the blender jar sides if necessary%2C until pistachios are mostly pureed with only some small chunks left. Add basil leaves and blend until finely chopped. Add olive oil and blend at the slowest speed until incorporated. Season with salt and pepper.",1
"Lightly crush or chop remaining pistachios. In a large salad bowl, combine drained broccoli florets, broccoli stems, crushed pistachios, radicchio, and a generous shaving of Parmesan cheese. Stir dressing well (or mix it briefly in the blender at slow speed to stir), then add just enough to lightly coat all the salad ingredients. Toss well and season with salt and pepper. If more dressing is needed, add more. Top with more fresh shavings of Parmesan and serve.",1
"Place the diced mangoes in a bowl and add half the lime juice and salt. Taste for balance and add more of both if necessary. Add the chile%2C then drain the onion and add it along with the cilantro leaves. Stir everything gently to combine and then leave in the fridge for 5 minutes to chill and marinate.",1
"Combine the arugula%2C fennel%2C fennel fronds%2C and orange segments in a large bowl. In a small bowl%2C whisk mustard%2C honey%2C and vinegar. Whisking constantly%2C drizzle in olive oil. Season to taste with salt and pepper. Dress salad as desired %28not all the dressing needs to be used%29. Serve immediately. Extra dressing can be stored in an airtight container in the refrigerator for up to 1 month.",1
"Serve in individual large glasses or bowls.",1
"Combine hamachi, onion, scallion, cucumber, avocado, chili, lemon zest, sesame seeds, soy sauce, and olive oil in a medium bowl. Season with a small pinch of kosher salt and gently fold to combine. Taste and adjust with more soy sauce, olive oil, or salt as desired. Let stand 5 minutes at room temperature, then serve on its own or on top of steamed rice.",1
"Combine in a large bowl. Toss until evenly coated. Allow to rest at room temperature until kale is lightly wilted%2C about 1 hour.",1
"Meanwhile, place onions in a medium bowl and cover with cold water. Allow to rest for 15 minutes. Rinse in several changes of water then carefully dry with a salad spinner lined with paper towels. Combine onions with sumac and sesame seeds. Season to taste with salt.",1
"Combine lemon juice, garlic, and mustard in a small bowl. Once kale is wilted, toss kale, lemon juice mixture, and chickpeas in a large bowl. Season to taste with salt and pepper. Serve salad topped with sumac onions.",1
"In a small bowl%2C whisk together blood orange juice%2C vinegar%2C shallot%2C and honey. Whisking constantly%2C slowly drizzle in olive oil%2C then season with salt and pepper to taste.",1
"Put spinach, pistachios, and oranges in a large bowl. Add vinaigrette. Season with salt and pepper and toss until salad is evenly coated. Serve immediately",1
"Drain chickpeas and place in a large pot with bay leaf, carrot, onion, and the segmented celery stalk. Cover with cold water by 2 inches, season with salt, bring to a boil, reduce to a simmer, and cook until the chickpeas are tender but still hold their shape, about 1 hour. Discard bay leaf, carrot, onion, and celery. Drain and rinse under cold running water until chilled. Let drain in a colander set in the sink while you prepare the rest of the salad.",1
"Combine cumin and vinegar in a large bowl. Whisking constantly, slowly drizzle in olive oil. Add shallot, sliced celery, parsley leaves, and drained chickpeas. Toss to coat with dressing and season to taste with salt and pepper. Serve immediately, or for better results, store overnight in a covered container in the refrigerator. Salad will keep for up to three days.",1
"Combine in a large bowl and massage to soften slightly. Taste and season with more salt or lime juice to taste. Serve immediately.",1
"In a pot of salted boiling water, cook pasta until very tender throughout, 2 to 3 minutes longer than al dente stage according to package. Drain in a colander, then chill under cold running water. Let drain well, then drizzle lightly with olive oil and toss to coat. Set aside.",1
"Meanwhile, in a medium skillet, heat 3 tablespoons olive oil with garlic over medium heat until garlic begins to sizzle lightly. Increase heat to high and add tomatoes. Cook, tossing frequently, until tomato skins split, burst, and release some juices, about 5 minutes; you can gently press on some of the tomatoes with a wooden spoon to help them along, but avoid mashing them. Season with salt and pepper.",1
"In a large bowl, toss pasta with tomatoes, garlic, and their sauce, along with the remaining 3 tablespoons olive oil and basil. Season with salt and pepper. Once cooled, add mozzarella, if using, and toss to combine. Serve at room temperature, adding additional olive oil as necessary to refresh noodles. Pasta salad can be made up to 1 day in advance without basil and kept refrigerated; return to room temperature, toss in basil, and refresh with more olive oil before serving.",1
"Wash and peel carrots%2C taking care to scrub out any dirt lodged between the carrot tops and the crowns of the carrots. Trim carrot tops%2C leaving only 1 inch attached on each. Using a vegetable peeler%2C peel carrots lengthwise to create long strips. Cover strips with a damp kitchen towel and set aside. Once most of each carrot has been peeled and only a slender core remains%2C split remaining carrot in half lengthwise. Repeat with the rest of the carrot cores and set aside in a shallow dish%2C along with dill.",1
"Combine in a small pot. Bring to a boil and pour over carrot pieces. Set aside to pickle at least 1 hour at room temperature and up to overnight in the fridge.",1
"Hull and quarter strawberries%2C then slice quarters crosswise into very thin pieces. In a mixing bowl%2C combine strawberries with sugar and cointreau and let stand in refrigerator for at least 2 hours and up to 2 days.",1
"Just before serving the salad%2C melt ghee or butter in a small saute pan over medium heat. Add cinnamon%2C bay leaf%2C and star anise and toast until fragrant%2C about 5 minutes. Remove spices and add currants to the hot fat. Transfer hot fat and currants to a large bowl. Stir in yogurt and 2 tablespoons pickling liquid and season with salt and pepper to taste.",1
"Drain pickled carrots and fold into the salad along with the dill. Toss the strips and split pieces gently to combine. Serve right away.",1
"Combine in a medium bowl",1
"Combine in a small bowl and stir until no lumps are left.",1
"Add yogurt mixture into carrot mixture. Stir thoroughly to combine. Let sit a few hours in refrigerator so flavors can meld%2C though you can serve immediately if desired. Serve.",1
"In a large bowl, whisk together lemon juice and mustard. Slowly drizzle in three tablespoons olive oil, whisking constantly. Season with salt and pepper. Add scallions, bell peppers, and radishes, and set aside. In a separate bowl, toss the green beans with the remaining tablespoon olive oil and season with salt and pepper.",1
"Light one chimney full of charcoal. When all the charcoal is lit and covered with gray ash%2C pour out and arrange the coals over half the charcoal grate. Set cooking grate in place%2C cover grill and allow to preheat for 5 minutes",1
"Hull remaining strawberries and puree at high speed in a blender until very smooth%2C about 30 seconds. Strain through a fine mesh strainer to filter out all seeds and fibers%2C then measure and reserve 1 1/2 cups puree.",1
"Add the green beans to the grill directly over the coals%2C placing them perpendicular to the grill grates or using a thin-grated vegetable basket if you have one to prevent them from falling into the grates. Cook%2C turning occasionally%2C until blistered%2C charred%2C and tender-crisp%2C about 3 minutes.",1
"To make tonic water, combine the syrup with carbonated water, mixing one part syrup to four parts water. Do not combine them in a large batch unless you intend to use all the tonic water at once. Instead, combine syrup and fresh carbonated water for each individual use.",1
"Transfer beans to the bowl with the dressing/scallion/radish/pepper mixture. Add parsley and toss to combine. Season the salad with salt and pepper. Serve immediately or at room temperature.",1
"Place onions in a small bowl and cover with cold water. Set aside. Combine tomatoes and peppers in a colander set over a bowl and season with 1/2 teaspoon kosher salt and a few grinds black pepper. Allow to rest at room temperature for 20 minutes. You should end up with about 2 tablespoons juice in the bowl. If excess juice is collected, discard all but 2 tablespoons.",1
"Add mustard and vinegar to vegetable juices. Slowly whisk in olive oil. Add tomatoes, peppers, cheese, drained onions, and basil to bowl and toss to combine. Season to taste with salt and pepper and serve.",1
"Preheat the oven to 400 F. Line a baking sheet with aluminum foil. Remove the leafy stems and roots of the beets and peel each one with a vegetable peeler. Cut the beets in 1 1/2-inch chunks.",1
"Place the cut beets on the prepared baking sheet and toss with the olive oil and salt. Roast for until the beets are tender when pierced with a thin-bladed knife, 35 to 40 minutes, tossing once with a spatula midway through.",1
"Meanwhile%2C combine the vinegar and maple syrup in a small skillet. Cook over medium heat until the liquid is reduced by about half.",1
"Strain mixture through two layers of cheesecloth placed in a fine-mesh sieve. Strain again if there are still particles to be removed. Place the tonic syrup in a sealable glass container and refrigerate for at least two hours before use.",1
"Toss the glaze with the roasted beets and chill until ready to serve.",1
"With a paring knife%2C remove the core from two of the quarters and slice them as thinly as possible. Place the slices in a bowl%2C squeeze lemon juice over them%2C and toss to coat to prevent discoloration. Reserve the remaining apple half for another use.",1
"In a small bowl, combine the vinegar and honey. Whisking constantly, slowly drizzle in the olive oil. Season dressing to taste with salt and pepper.",1
"When ready to serve, toss the arugula and the apples with just enough dressing to coat the leaves. Divide the salad among four plates. Sprinkle each salad with pomegranate seeds, sliced almonds and crumbled goat cheese.",1
"Toss all ingredients together in a large bowl. Cover and refrigerate for at least 15 minutes to allow flavors to blend. Season to taste with salt, pepper and honey. Serve cold.",1
"In a small saucepan, combine vinegar, water and salt and bring to a boil. Place garlic, bay leaf, peppercorns and red chili flakes in the bottom of a jar that can hold at least 1 1/2 pints. Pack trimmed artichoke hearts into the jar where you%27ve placed the spices. Pour hot pickling liquid over the artichoke hearts and tap gently to dislodge any air bubbles.",1
"Pour olive oil into jar until the artichoke hearts are covered. Place a lid on the jar and shake to help distribute oil. Let jar sit on counter until cool. Once cool, refrigerate.",1
"Let artichokes marinate for at least 24 hours before eating. Marinated artichokes will keep for at least one week in the refrigerator.",1
"Heat olive oil in a medium sauce pan over medium-low heat. Add onions and cook%2C stirring frequently%2C until soft and translucent%2C about 5 minutes.",1
"Add quinoa to onions and continue cooking%2C stirring constantly%2C for 3-4 minutes. Add vegetable broth and stir in salt. Turn heat up to high and bring to a boil. Cover pan tightly with lid%2C turn heat down to low and simmer for 17-20 minutes%2C until liquid is absorbed and quinoa is cooked. Transfer cooked quinoa to mixing bowl and chill in refrigerator.",1
"When quinoa is cool%2C add all remaining ingredients. Toss together and adjust seasoning as necessary. Serve.",1
"Reduce heat to medium-low and cook for 45 minutes. Remove from heat and let mixture steep for 20 minutes.",1
"In a medium mixing bowl%2C toss half the shredded Brussels sprouts with the salt. Knead and squeeze salted sprouts%2C softening them and releasing their liquid%2C about 2 minutes. Zest tangerine and reserve removed zest%3B then%2C juice the tangerine and add the juice to the salted sprouts. Toss to coat%2C cover%2C then transfer to the refrigerator for at least 15 minutes and up to 4 hours.",1
"In a small bowl, combine shallot, Dijon, vinegar, and the finely grated zest of reserved tangerine peel. Whisk in olive oil, season with salt and pepper, then set aside.",1
"In a small skillet, toast hazelnuts over medium-high heat, stirring and shaking pan constantly, until skins are just beginning to take on a light roasted, campfire smell (being careful not to burn them or darken them to the point of developing an unpleasant flavor), about 4 minutes. Let cool slightly. Transfer nuts to a zipper-lock bag, then gently crush under the weight of a heavy pan or skillet to form large broken chunks.",1
"Remove salted sprouts from refrigerator. Knead and squeeze once more%2C then drain and squeeze well to remove any excess moisture. Transfer to a serving bowl. Toss with remaining shredded raw Brussels sprouts and toasted hazelnuts. Whisk dressing%2C then drizzle all over salad%2C stopping when you%27ve lightly coated all the salad%2C even if there is dressing left over. Season with salt and pepper%2C then add crumbled goat cheese%2C toss gently to combine%2C and serve right away.",1
"Drain chickpeas and place in a large pot with bay leaf, carrot, onion, and celery. Cover with cold water by 2 inches, season with salt, bring to a boil, reduce to a simmer, and cook until the chickpeas are tender but still hold their shape, about 1 hour. Discard bay leaf, carrot, onion, and celery. Drain and rinse under cold running water until chilled. Let drain in a colander set in the sink.",1
"Meanwhile, adjust rack to 4 to 5 inches below broiler and preheat broiler to high. Place chilies on a foil-lined broiler pan and broil, turning occasionally, until completely blackened on all surfaces, about 15 minutes total. Crimp foil to seal around the chilies and set aside for 10 minutes.",1
"Meanwhile, cook bacon in a medium skillet over medium-high heat, stirring frequently, until completely crisp. Remove from heat and stir in shallots and garlic. Immediately transfer to a large bowl. Add olive oil and 2 tablespoons lime juice and whisk to combine.",1
"When chilies are cool enough to handle, peel using your fingers. Discard skin, stems, and seeds and slice flesh into thin strips.",1
"When beans are cooked and drained, add to bacon mixture. Add chili strips, cotija, scallions, and cilantro and toss to combine. Season to taste with salt and pepper. Serve immediately with lime wedges, or for better results, store overnight in a covered container in the refrigerator. Salad will keep for up to three days.",1
"Combine shallot%2C garlic%2C mustard%2C vinegar%2C water%2C and tarragon in a tall%2C narrow container. Using an immersion blender%2C blend until tarragon is finely chopped and incorporated into dressing base. Transfer to a large bowl. Whisking constantly%2C slowly drizzle in olive oil. Season to taste with salt and pepper. Set aside.",1
"In a large cast iron skillet, heat 3 tablespoons vegetable oil over high heat until lightly smoking. Add just enough mushrooms to barely fill skillet without crowding. Season with salt and cook, stirring occasionally, until mushrooms are tender and browned, about 5 minutes. Transfer cooked mushrooms to a baking sheet in an even layer and allow them to cool to room temperature. Repeat with remaining mushrooms in as many batches as needed, adding more oil to the pan before each batch.",1
"In a large bowl, combine watercress with cooled mushrooms and cheese. Season lightly with salt and pepper. Dress and toss with just enough vinaigrette to lightly coat salad ingredients, adding more vinaigrette as needed. Serve right away. Extra vinaigrette can be kept refrigerated in an airtight container for up to 2 weeks.",1
"Place currants and balsamic vinegar in medium microwave-safe bowl and cook in the microwave for 30 seconds to plump up the currants. Whisk in the honey. Whisking constantly, slowly drizzle in olive oil. Season to taste with salt and pepper. In a large bowl, toss the kale and pine nuts. Add the dressing with the currants to the shredded kale, little by little, until adequately dressed. Spoon out the currants if you have dressing left over. Return salad to refrigerator for at least 20 minutes and up to overnight to soften kale leaves. Serve, topped with grated parmesan.",1
"Heat grill to moderate heat. Place baguette halves on grill, cut side down, and grill until lightly toasted. Transfer to cutting board and let cool. Cut into 1 1/2-inch cubes and reserve.",1
"Rub chicken with 1 tablespoon oil and season with salt and pepper. Grill both sides until just cooked through (160&deg;F). Transfer to cutting board and let rest 10 minutes. Cut into 1 1/2-inch cubes.",1
"Place tomatoes%2C cucumbers%2C onion%2C olives%2C basil%2C bread%2C and chicken in a large bowl. Whisk remaining oil%2C red wine vinegar%2C balsamic vinegar%2C salt%2C and pepper in a medium bowl until combined.",1
"Zest lemon and lime and place in medium saucepan. Juice lemon and lime and add juice to saucepan, along with water, cinchona bark, citric acid powder, lemongrass, and sugar. Bring to a boil on high heat.",1
"In a clean mixing bowl%2C whisk together 1 1/2 cups strawberry puree with half and half%2C corn syrup%2C and sugar until fully combined. Add salt to taste%2C and%2C if mixture is too sweet%2C a few drops of lemon juice.",1
"Chill in refrigerator or ice bath until base is very cold%2C at least 45 F%2C then churn in ice cream maker according to manufacturer%27s instructions. In the last minute of churning%2C retrieve strawberry mix-ins from the refrigerator%2C strain off syrup%2C and add mix-ins to the churn%3B reserve strawberry syrup for another use %28it makes a great daiquiri%29. Transfer ice cream to airtight container and chill in freezer for at least 4 hours before serving.",1
"%3Cstrong%3EFor the Batter%3A%3C/strong%3E Combine in a large bowl%2C mixing by hand until the vanilla bean seeds are well dispersed.",1
"Using a cookie scoop%2C divide dough into 2-tablespoon portions. If you like%2C these can be transferred to a zipper-lock bag and refrigerated for up to 1 week%2C or frozen for up to 3 months%3B soften to about 68%C2%B0F %2820%C2%B0C%29 before baking.",1
"Add to dry ingredients and whisk until smooth.",1
"Cut into 1-inch chunks and puree at high speed in a blender%2C starting with 1/4 of the melon and adding more chunks once the first batch has been pureed.",1
"Add lime juice and salt to taste%3B blend to combine. Refrigerate for one hour.",1
"Top the soup with vinegar and feta. Serve.",1
"Reduce speed to low%2C add flour%2C and mix to form a stiff dough.",1
"%3Cstrong%3EFor the Waffles%3A%3C/strong%3E Set waffle iron to medium and preheat until the indicator is ready. For an 8-inch square machine%2C scrape in roughly half the batter. For a 7-inch Belgian machine%2C scrape in about one-third. Close lid and cook until waffle is golden brown but still steaming%2C 4 1/2 to 6 minutes depending on the depth and heat of your machine. Serve immediately%2C with copious amounts of maple syrup%2C and griddle remaining batter as before.",1
"Add the egg and continue beating until smooth.",1
"Adjust oven rack to middle position and preheat to 400%C2%B0F %28200%C2%B0C%29.",1
"Combine butter%2C coconut oil%2C sugar%2C salt%2C baking powder%2C and vanilla in the bowl of a stand mixer fitted with the paddle attachment. Mix at low speed to combine%2C then increase to medium and beat until soft%2C fluffy%2C and pale%2C about 5 minutes%2C although the exact timing will vary. Halfway through%2C pausing to scrape the bowl and beater with a flexible spatula%2C and then resume mixing on medium speed.",1
"When the oil is hot%2C add the mustard seed. Once the seeds start to pop%2C add the garlic mixture and stir to incorporate. Cook for one minute and then remove from heat.",1
"Toss the roasted squash with the cooked mix and serve with a squeeze of lemon and extra salt to taste.",1
"Heat the coconut oil over medium heat in a saute pan.",1
"Combine the garlic and coconut in a mortar and pestle or a small food processor. Grind until the garlic is completely broken down%3B then%2C remove the chiles from the rehydrating water and add them. Grind until the chiles are mostly broken down.",1
"While the squash cooks%2C rehydrate the arbol chiles in a small mixing bowl with very hot water - this should take about three to five minutes.",1
"Drizzle the squash with the grapeseed oil and season it with salt. Roast for 30-45 minutes%2C turning the pieces halfway through cooking. The squash should be tender and starting to brown.",1
"Wash%2C slice%2C and seed the squash%3B then%2C cut it into half-inch-thick rings and wedges. Arrange the wedges on the sheet pan.",1
"Serve%2C passing extra cilantro%2C sliced onion%2C yogurt%2C and lime%2C along with any pickles or other accompaniments to your liking.",1
"Line a sheet pan with parchment paper and preheat the oven to 400 F.",1
"Add the Garam Masala%2C fenugreek%2C amchur%2C and cilantro. Stir well and cook for two more minutes.",1
"Add the butter%2C paneer%2C and lime juice. Continue to cook for 1 minute%3B then%2C turn off the heat.",1
"Add the chickpeas%2C bring to a simmer%2C and cook for 15 minutes%2C stirring regularly.",1
"Add the ginger and Serranos and stir again to combine%3B then%2C add the dried spice mix reserved before.",1
"Add the water and the cooked potatoes %28crumbling some of the potatoes with your hands as they go in produces a more varied texture%29.",1
"Add the asafoetida and stir well.",1
"In a small bowl%2C mix the ground coriander%2C paprika%2C turmeric%2C black pepper%2C and sea salt. Set aside.",1
"Place a large saucepan on medium heat and add the vegetable oil and cumin seed. Let them crackle for 20 seconds.",1
"Boil the potatoes in salted water until they are tender. Drain and cool them%2C and cut into bite-sized pieces.",1
"Roast uncovered for 45 minutes in the preheated oven. Remove drippings from the baking dish using a turkey baster%2C and place in a saucepan. Whisk in the flour%2C and cook over medium-low heat%2C stirring constantly%2C until thickened. Serve gravy with partridge.",1
"Remove the partridge pieces%2C and wrap each one with two slices of bacon. Secure with toothpicks. Pour enough of the drippings from the skillet into a baking dish to cover the bottom. Place the partridge pieces into the dish along with the chicken broth%2C white wine%2C shallots%2C garlic%2C salt and black pepper.",1
"Heat a large skillet over medium-high heat. Place the slices of bacon in the skillet and fry until they have released their juices%2C but are not crispy. Remove the bacon and set aside.",1
"Place the partridge breast halves into the pan%2C and brown them quickly%2C about 2 minutes per side.",1
"Preheat the oven to 325 degrees F %28165 degrees C%29.",1
"Stir in butter until melted. Remove from heat. Discard thyme sprigs.",1
"Spoon sauce onto serving plates%2C arrange quail on top%2C and serve. You can garnish with minced parsley%2C if desired.",1
"Add honey to sauce%2C stirring to combine%3B taste%2C then add more honey as desired to balance the tartness of the plums %28this will depend on the plums you have%29.",1
"Add water or stock to pan%2C bring to a simmer%2C then cook until liquid has reduced and plums have broken down to form a thick sauce. Add any juices that have collected below quail. Season with salt.",1
"Add shallot and thyme to skillet and cook%2C stirring%2C until shallot is softened%2C about 3 minutes.",1
"Add plums and cook%2C stirring%2C until starting to look pulpy%2C about 4 minutes.",1
"Transfer quail to a plate or wire rack set over a rimmed baking sheet to rest.",1
"Season quail all over with salt.",1
"In a large cast iron skillet%2C heat oil over medium-high heat until shimmering. Add quail. If quail are spatchcocked%2C cook them skin side down until well browned%2C about 5 minutes%2C then flip and cook other side until desired doneness is reached %28quail can be served from medium-rare to well done%2C as desired%3B they are too small to accurately use a thermometer%2C so feel free to cut into the meat to check doneness%29. If using deboned quail%2C cook on both sides%2C turning frequently%2C until browned on both sides and desired doneness is reached%2C about 4 minutes per side for medium.",1
"Stir in butter until melted. Remove from heat. Discard thyme sprigs.",1
"Spoon sauce onto serving plates%2C arrange quail on top%2C and serve. You can garnish with minced parsley%2C if desired.",1
"Add honey to sauce%2C stirring to combine%3B taste%2C then add more honey as desired to balance the tartness of the plums %28this will depend on the plums you have%29.",1
"Add plums and cook%2C stirring%2C until starting to look pulpy%2C about 4 minutes.",1
"Add water or stock to pan%2C bring to a simmer%2C then cook until liquid has reduced and plums have broken down to form a thick sauce. Add any juices that have collected below quail. Season with salt.",1
"Add shallot and thyme to skillet and cook%2C stirring%2C until shallot is softened%2C about 3 minutes.",1
"Transfer quail to a plate or wire rack set over a rimmed baking sheet to rest.",1
"Season quail all over with salt.",1
"In a large cast iron skillet%2C heat oil over medium-high heat until shimmering. Add quail. If quail are spatchcocked%2C cook them skin side down until well browned%2C about 5 minutes%2C then flip and cook other side until desired doneness is reached %28quail can be served from medium-rare to well done%2C as desired%3B they are too small to accurately use a thermometer%2C so feel free to cut into the meat to check doneness%29. If using deboned quail%2C cook on both sides%2C turning frequently%2C until browned on both sides and desired doneness is reached%2C about 4 minutes per side for medium.",1
"Remove foil and continue to cook%2C flipping and basting potatoes occasionally%2C until they are very soft and glazed in a rich brown syrup%2C about 30 minutes longer. Let cool slightly%2C then serve.",1
"Cover baking dish with aluminum foil and place in a cold oven. Turn on oven to 250%C2%B0F %28120%C2%B0C%29 and allow it to come up to temperature. Cook%2C stopping to flip and baste potatoes with syrup every 20 minutes%2C until tender throughout%2C about 1 hour 15 minutes. %28Exact cooking time will depend on your oven%2C baking dish%2C and the size of your potatoes%2C so check frequently.%29",1
"Stir in cider vinegar%2C cinnamon%2C allspice%2C and ginger%2C then pour syrup all over potatoes%2C spooning it over them as necessary to wet them completely.",1
"In a small saucepan%2C combine brown sugar%2C butter%2C water%2C and salt and bring to a boil%2C stirring often%2C until syrup registers 230 F on an instant-read thermometer.",1
"Stir in vinegar. Cook briefly%2C stirring to distribute the vinegar%2C and serve immediately.",1
"Slice the sweet potatoes crosswise into half-inch-thick rounds. In a 9- by 13-inch baking dish%2C arrange sweet potato rounds in an even layer%2C overlapping where necessary to fit them all. Set aside.",1
"Add cherries and water%3B cook%2C covered%2C until Brussels sprouts are crisp-tender%2C 1-2 minutes.",1
"Stir in walnuts%3B cook and stir until water is evaporated.",1
"In a glass measuring cup%2C measure buttermilk then add baking soda%2C mix together and let sit.",1
"Add sugar to butter and use a spatula or wooden spoon to mix into butter. Add eggs. Add buttermilk/baking soda to the butter/sugar/egg mixture and mix just until combined.",1
"In a separate bowl%2C whisk together cornmeal%2C gluten-free flour%2C xanthan and salt. Add to wet ingredients and stir. Pour into greased 13x9-inch pan.",1
"Bake at 375 F for 30-35 minutes or until a toothpick inserted in center comes out with crumbs only and top of cornbread doesn%27t sink in if pressed with fingertip. Let cool at least 5 minutes or longer%2C until desired temperature for serving.",1
"Whisk the cream mixture until stiff peaks form. Transfer to a pastry bag and pipe decoratively around the surface of the tart.",1
"Remove the tart from the tart pan%2C slice into wedges%2C and serve with additional whipped cream.",1
"In a large skillet%2C heat oil over medium heat. Place Brussels sprouts in pan%2C cut side down%3B cook 4-5 minutes or until bottoms are browned.",1
"Transfer 2 tbsp puree to a medium bowl along with the cream and sugar. Cover and refrigerate.",1
"Transfer the remaining puree to the prepared crust %28which may still be warm%29 and smooth into an even layer. Rest at room temperature for 4 hours.",1
"Add butter to berry puree and process until fully combined%2C about 30 seconds. Strain the mixture through a fine mesh strainer set over a bowl%2C and press down with a spatula to extract all the liquid.",1
"While the berries cook%2C whisk yolks and cornstarch in a bowl until smooth.",1
"Transfer the hot cranberries to a food processor. Add the yolk mixture and process until smooth%2C about 1 minute. Scrape down the bowl sides as needed. Let the mixture cool in the carafe of the food processor until it has formed a skin and registers about 125 degrees F.",1
"For the crust%3A Preheat the oven to 350 F with a rack in the middle position.",1
"Whisk almond flour%2C cornstarch%2C sugar%2C and salt in a bowl until well combined.",1
"Add the melted butter and almond extract and stir with a wooden spoon until a uniform dough emerges.",1
"Crumble 2%2F3 of the dough on the bottom of a 9-inch tart pan with a removable bottom. Press the dough into an evening thickness on the bottom of the pan. Sprinkle the remaining dough around the edges of the pan and press it into the corners and wall of the tart pan. Place the pan on a baking sheet and and bake for 20 minutes or until the curst is golden brown. Rotate the pan halfway through baking.",1
"For the filling%3A bring cranberries%2C sugar%2C and water%2C and salt to a boil in a medium saucepan over medium high heat%2C stirring occasionally. Adjust the heat as necessary to maintain a gentle simmer. Cover and cook until all the berries have burst and are starting to shrivel%2C about 10 minutes.",1
"Remove the pan from the heat and continue to stir until it has almost cooled. Whip the heavy cream lightly and fold it into the custard. Add the ground cardamom. Cool completely in the fridge and then freeze in an ice cream maker following the manufacturer%27s instructions.",1
"Steep saffron threads in 2 tablespoons of the cream mixture. Once saffron has diffused and liquid has cooled%2C add it back to the other ingredients.",1
"Chill a highball glass in the freezer until it is frosty.",1
"Add the salt to a shallow bowl or plate. Rub half a cut lime on the lip of the glass and then rub the glass on the salted dish to apply salt. Add ice to the glass.",1
"Add all of the liquid ingredients except the soda to the glass and gently stir to incorporate.",1
"Add the grapefruit soda and serve.",1
