"content","class","begins_with_num"
"2/3 cup buttermilk","2","1"
"6 1/3 cup buttermilk","2","1"
"6 1/4 cup buttermilk","2","1"
"1/2 cup buttermilk","2","1"
"1/4 cup buttermilk","2","1"
"tsp black peppercorn, freshly ground","2","1"
"1/8 tsp black peppercorn, freshly ground","2","1"
"1/4 tsp black peppercorn, freshly ground","2","1"
"1/2 tsp black peppercorn, freshly ground","2","1"
"3/4 tsp black peppercorn, freshly ground","2","1"
"1/3 tsp black peppercorn, freshly ground","2","1"
"2/3 tsp black peppercorn, freshly ground","2","1"
"6 1/2 tsp black peppercorn, freshly ground","2","1"
"6 1/8 tsp black peppercorn, freshly ground","2","1"
"1 1/8 tsp black peppercorn, freshly ground","2","1"
"1 3/4 tsp black peppercorn, freshly ground","2","1"
"tsp rapid rise yeast","2","1"
"1/8 tsp rapid rise yeast","2","1"
"1/4 tsp rapid rise yeast","2","1"
"1/2 tsp rapid rise yeast","2","1"
"3/4 tsp rapid rise yeast","2","1"
"1/3 tsp rapid rise yeast","2","1"
"2/3 tsp rapid rise yeast","2","1"
"1/8 tsp rapid rise yeast","2","1"
"2/3 tsp rapid rise yeast","2","1"
"6 1/8 tsp rapid rise yeast","2","1"
"6 1/2 tsp rapid rise yeast","2","1"
"cup cake flour","2","1"
"1/8 cup cake flour","2","1"
"1/4 cup cake flour","2","1"
"1/2 cup cake flour","2","1"
"3/4 cup cake flour","2","1"
"1/3 cup cake flour","2","1"
"2/3 cup cake flour","2","1"
"1 1/2 cup cake flour","2","1"
"1 2/3 cup cake flour","2","1"
"4 1/2 cup cake flour","2","1"
"4 1/3 cup cake flour","2","1"
"cup all purpose flour","2","1"
"1/8 cup all purpose flour","2","1"
"1/4 cup all purpose flour","2","1"
"1/2 cup all purpose flour","2","1"
"3/4 cup all purpose flour","2","1"
"1/3 cup all purpose flour","2","1"
"2/3 cup all purpose flour","2","1"
"6 1/2 cup all purpose flour","2","1"
"6 1/8 cup all purpose flour","2","1"
"4 1/4 cup all purpose flour","2","1"
"4 1/8 cup all purpose flour","2","1"
"tsp kosher salt","2","1"
"1/8 tsp kosher salt","2","1"
"1/4 tsp kosher salt","2","1"
"1/2 tsp kosher salt","2","1"
"3/4 tsp kosher salt","2","1"
"1/3 tsp kosher salt","2","1"
"2/3 tsp kosher salt","2","1"
"1/3 tsp kosher salt","2","1"
"3/4 tsp kosher salt","2","1"
"4 1/3 tsp kosher salt","2","1"
"4  tsp kosher salt","2","1"
"cup egg white","2","1"
"1/8 cup egg white","2","1"
"1/4 cup egg white","2","1"
"1/2 cup egg white","2","1"
"3/4 cup egg white","2","1"
"1/3 cup egg white","2","1"
"2/3 cup egg white","2","1"
"cup egg white","2","1"
"1/4 cup egg white","2","1"
"3 1/2 cup egg white","2","1"
"3 1/4 cup egg white","2","1"
"tsp table salt","2","1"
"1/8 tsp table salt","2","1"
"1/4 tsp table salt","2","1"
"1/2 tsp table salt","2","1"
"3/4 tsp table salt","2","1"
"1/3 tsp table salt","2","1"
"2/3 tsp table salt","2","1"
"2 3/4 tsp table salt","2","1"
"2 1/3 tsp table salt","2","1"
"4 1/2 tsp table salt","2","1"
"4 3/4 tsp table salt","2","1"
"tbsp sugar","2","1"
"1/8 tbsp sugar","2","1"
"1/4 tbsp sugar","2","1"
"1/2 tbsp sugar","2","1"
"3/4 tbsp sugar","2","1"
"1/3 tbsp sugar","2","1"
"2/3 tbsp sugar","2","1"
"4 1/8 tbsp sugar","2","1"
"4  tbsp sugar","2","1"
"1 1/4 tbsp sugar","2","1"
"1 2/3 tbsp sugar","2","1"
"tbsp unsalted butter","2","1"
"1/8 tbsp unsalted butter","2","1"
"1/4 tbsp unsalted butter","2","1"
"1/2 tbsp unsalted butter","2","1"
"3/4 tbsp unsalted butter","2","1"
"1/3 tbsp unsalted butter","2","1"
"2/3 tbsp unsalted butter","2","1"
"12 1/3 tbsp unsalted butter","2","1"
"12 1/8 tbsp unsalted butter","2","1"
"4 1/4 tbsp unsalted butter","2","1"
"4 1/3 tbsp unsalted butter","2","1"
"tbsp all purpose flour","2","1"
"1/8 tbsp all purpose flour","2","1"
"1/4 tbsp all purpose flour","2","1"
"1/2 tbsp all purpose flour","2","1"
"3/4 tbsp all purpose flour","2","1"
"1/3 tbsp all purpose flour","2","1"
"2/3 tbsp all purpose flour","2","1"
"1 1/3 tbsp all purpose flour","2","1"
"1 1/2 tbsp all purpose flour","2","1"
"1/2 tbsp all purpose flour","2","1"
"tbsp all purpose flour","2","1"
"cup pistachio","2","1"
"1/8 cup pistachio","2","1"
"1/4 cup pistachio","2","1"
"1/2 cup pistachio","2","1"
"3/4 cup pistachio","2","1"
"1/3 cup pistachio","2","1"
"2/3 cup pistachio","2","1"
"12  cup pistachio","2","1"
"12 2/3 cup pistachio","2","1"
"2 1/3 cup pistachio","2","1"
"2 3/4 cup pistachio","2","1"
"small raspberry","2","1"
"1/8 small raspberry","2","1"
"1/4 small raspberry","2","1"
"1/2 small raspberry","2","1"
"3/4 small raspberry","2","1"
"1/3 small raspberry","2","1"
"2/3 small raspberry","2","1"
"4 2/3 small raspberry","2","1"
"4 1/3 small raspberry","2","1"
"6  small raspberry","2","1"
"6 3/4 small raspberry","2","1"
"cup egg white","2","1"
"1/8 cup egg white","2","1"
"1/4 cup egg white","2","1"
"1/2 cup egg white","2","1"
"3/4 cup egg white","2","1"
"1/3 cup egg white","2","1"
"2/3 cup egg white","2","1"
"6 1/8 cup egg white","2","1"
"6 1/3 cup egg white","2","1"
"2 1/4 cup egg white","2","1"
"2 2/3 cup egg white","2","1"
"tsp table salt","2","1"
"1/8 tsp table salt","2","1"
"1/4 tsp table salt","2","1"
"1/2 tsp table salt","2","1"
"3/4 tsp table salt","2","1"
"1/3 tsp table salt","2","1"
"2/3 tsp table salt","2","1"
"4 1/3 tsp table salt","2","1"
"4 1/8 tsp table salt","2","1"
"2 1/3 tsp table salt","2","1"
"2 3/4 tsp table salt","2","1"
"tbsp all purpose flour","2","1"
"1/8 tbsp all purpose flour","2","1"
"1/4 tbsp all purpose flour","2","1"
"1/2 tbsp all purpose flour","2","1"
"3/4 tbsp all purpose flour","2","1"
"1/3 tbsp all purpose flour","2","1"
"2/3 tbsp all purpose flour","2","1"
"2 1/3 tbsp all purpose flour","2","1"
"2 1/4 tbsp all purpose flour","2","1"
"4  tbsp all purpose flour","2","1"
"4 1/4 tbsp all purpose flour","2","1"
"tbsp sugar","2","1"
"1/8 tbsp sugar","2","1"
"1/4 tbsp sugar","2","1"
"1/2 tbsp sugar","2","1"
"3/4 tbsp sugar","2","1"
"1/3 tbsp sugar","2","1"
"2/3 tbsp sugar","2","1"
"2 3/4 tbsp sugar","2","1"
"2 1/8 tbsp sugar","2","1"
"1/3 tbsp sugar","2","1"
"tbsp sugar","2","1"
"skinless chicken breast, trimmed","2","1"
"1/8 skinless chicken breast, trimmed","2","1"
"1/4 skinless chicken breast, trimmed","2","1"
"1/2 skinless chicken breast, trimmed","2","1"
"3/4 skinless chicken breast, trimmed","2","1"
"1/3 skinless chicken breast, trimmed","2","1"
"2/3 skinless chicken breast, trimmed","2","1"
"2 1/8 skinless chicken breast, trimmed","2","1"
"2 1/3 skinless chicken breast, trimmed","2","1"
"3 1/3 skinless chicken breast, trimmed","2","1"
"3 1/2 skinless chicken breast, trimmed","2","1"
"cup almond flour, ground","2","1"
"1/8 cup almond flour, ground","2","1"
"1/4 cup almond flour, ground","2","1"
"1/2 cup almond flour, ground","2","1"
"3/4 cup almond flour, ground","2","1"
"1/3 cup almond flour, ground","2","1"
"2/3 cup almond flour, ground","2","1"
"4 1/3 cup almond flour, ground","2","1"
"4 1/4 cup almond flour, ground","2","1"
"12 1/8 cup almond flour, ground","2","1"
"12 2/3 cup almond flour, ground","2","1"
"tbsp unsalted butter","2","1"
"1/8 tbsp unsalted butter","2","1"
"1/4 tbsp unsalted butter","2","1"
"1/2 tbsp unsalted butter","2","1"
"3/4 tbsp unsalted butter","2","1"
"1/3 tbsp unsalted butter","2","1"
"2/3 tbsp unsalted butter","2","1"
"1 3/4 tbsp unsalted butter","2","1"
"1 1/3 tbsp unsalted butter","2","1"
"4  tbsp unsalted butter","2","1"
"4 1/4 tbsp unsalted butter","2","1"
"oz dark chocolate, cut into  rough chunks","2","1"
"1/8 oz dark chocolate, cut into  rough chunks","2","1"
"1/4 oz dark chocolate, cut into  rough chunks","2","1"
"1/2 oz dark chocolate, cut into  rough chunks","2","1"
"3/4 oz dark chocolate, cut into  rough chunks","2","1"
"1/3 oz dark chocolate, cut into  rough chunks","2","1"
"2/3 oz dark chocolate, cut into  rough chunks","2","1"
"2  oz dark chocolate, cut into  rough chunks","2","1"
"2 1/4 oz dark chocolate, cut into  rough chunks","2","1"
"3 1/2 oz dark chocolate, cut into  rough chunks","2","1"
"3 1/4 oz dark chocolate, cut into  rough chunks","2","1"
"cup egg white","2","1"
"1/8 cup egg white","2","1"
"1/4 cup egg white","2","1"
"1/2 cup egg white","2","1"
"3/4 cup egg white","2","1"
"1/3 cup egg white","2","1"
"2/3 cup egg white","2","1"
"2 1/4 cup egg white","2","1"
"2 3/4 cup egg white","2","1"
"12  cup egg white","2","1"
"12 1/3 cup egg white","2","1"
"tsp table salt","2","1"
"1/8 tsp table salt","2","1"
"1/4 tsp table salt","2","1"
"1/2 tsp table salt","2","1"
"3/4 tsp table salt","2","1"
"1/3 tsp table salt","2","1"
"2/3 tsp table salt","2","1"
"3 2/3 tsp table salt","2","1"
"3 1/8 tsp table salt","2","1"
"4 1/4 tsp table salt","2","1"
"4 1/8 tsp table salt","2","1"
"tbsp all purpose flour","2","1"
"1/8 tbsp all purpose flour","2","1"
"1/4 tbsp all purpose flour","2","1"
"1/2 tbsp all purpose flour","2","1"
"3/4 tbsp all purpose flour","2","1"
"1/3 tbsp all purpose flour","2","1"
"2/3 tbsp all purpose flour","2","1"
"3 1/3 tbsp all purpose flour","2","1"
"3 2/3 tbsp all purpose flour","2","1"
"1/4 tbsp all purpose flour","2","1"
"3/4 tbsp all purpose flour","2","1"
"tbsp sugar","2","1"
"1/8 tbsp sugar","2","1"
"1/4 tbsp sugar","2","1"
"1/2 tbsp sugar","2","1"
"3/4 tbsp sugar","2","1"
"1/3 tbsp sugar","2","1"
"2/3 tbsp sugar","2","1"
"6 1/3 tbsp sugar","2","1"
"6 1/4 tbsp sugar","2","1"
"3/4 tbsp sugar","2","1"
"2/3 tbsp sugar","2","1"
"cup almond flour","2","1"
"1/8 cup almond flour","2","1"
"1/4 cup almond flour","2","1"
"1/2 cup almond flour","2","1"
"3/4 cup almond flour","2","1"
"1/3 cup almond flour","2","1"
"2/3 cup almond flour","2","1"
"1 3/4 cup almond flour","2","1"
"1 1/4 cup almond flour","2","1"
"3 1/2 cup almond flour","2","1"
"3  cup almond flour","2","1"
"tbsp unsalted butter","2","1"
"1/8 tbsp unsalted butter","2","1"
"1/4 tbsp unsalted butter","2","1"
"1/2 tbsp unsalted butter","2","1"
"3/4 tbsp unsalted butter","2","1"
"1/3 tbsp unsalted butter","2","1"
"2/3 tbsp unsalted butter","2","1"
"6 1/8 tbsp unsalted butter","2","1"
"6 2/3 tbsp unsalted butter","2","1"
"2 1/3 tbsp unsalted butter","2","1"
"2 1/8 tbsp unsalted butter","2","1"
"cup dried cranberry","2","1"
"1/8 cup dried cranberry","2","1"
"1/4 cup dried cranberry","2","1"
"1/2 cup dried cranberry","2","1"
"3/4 cup dried cranberry","2","1"
"1/3 cup dried cranberry","2","1"
"2/3 cup dried cranberry","2","1"
"4 1/3 cup dried cranberry","2","1"
"4 2/3 cup dried cranberry","2","1"
"2 1/8 cup dried cranberry","2","1"
"2 1/3 cup dried cranberry","2","1"
"tsp kosher salt","2","1"
"1/8 tsp kosher salt","2","1"
"1/4 tsp kosher salt","2","1"
"1/2 tsp kosher salt","2","1"
"3/4 tsp kosher salt","2","1"
"1/3 tsp kosher salt","2","1"
"2/3 tsp kosher salt","2","1"
"3 1/4 tsp kosher salt","2","1"
"3 1/8 tsp kosher salt","2","1"
"12 1/3 tsp kosher salt","2","1"
"12 1/4 tsp kosher salt","2","1"
"cup wild rice","2","1"
"1/8 cup wild rice","2","1"
"1/4 cup wild rice","2","1"
"1/2 cup wild rice","2","1"
"3/4 cup wild rice","2","1"
"1/3 cup wild rice","2","1"
"2/3 cup wild rice","2","1"
"2/3 cup wild rice","2","1"
"1/8 cup wild rice","2","1"
"4  cup wild rice","2","1"
"4 1/4 cup wild rice","2","1"
"tsp black peppercorn, freshly ground","2","1"
"1/8 tsp black peppercorn, freshly ground","2","1"
"1/4 tsp black peppercorn, freshly ground","2","1"
"1/2 tsp black peppercorn, freshly ground","2","1"
"3/4 tsp black peppercorn, freshly ground","2","1"
"1/3 tsp black peppercorn, freshly ground","2","1"
"2/3 tsp black peppercorn, freshly ground","2","1"
"1/8 tsp black peppercorn, freshly ground","2","1"
"1/4 tsp black peppercorn, freshly ground","2","1"
"1 1/4 tsp black peppercorn, freshly ground","2","1"
"1 1/2 tsp black peppercorn, freshly ground","2","1"
"tsp honey","2","1"
"1/8 tsp honey","2","1"
"1/4 tsp honey","2","1"
"1/2 tsp honey","2","1"
"3/4 tsp honey","2","1"
"1/3 tsp honey","2","1"
"2/3 tsp honey","2","1"
"2 2/3 tsp honey","2","1"
"2 3/4 tsp honey","2","1"
"1 1/2 tsp honey","2","1"
"1 1/8 tsp honey","2","1"
"tbsp orange zest, freshly grated","2","1"
"1/8 tbsp orange zest, freshly grated","2","1"
"1/4 tbsp orange zest, freshly grated","2","1"
"1/2 tbsp orange zest, freshly grated","2","1"
"3/4 tbsp orange zest, freshly grated","2","1"
"1/3 tbsp orange zest, freshly grated","2","1"
"2/3 tbsp orange zest, freshly grated","2","1"
"1 1/8 tbsp orange zest, freshly grated","2","1"
"1 3/4 tbsp orange zest, freshly grated","2","1"
"6  tbsp orange zest, freshly grated","2","1"
"6 1/3 tbsp orange zest, freshly grated","2","1"
"tbsp apple cider vinegar","2","1"
"1/8 tbsp apple cider vinegar","2","1"
"1/4 tbsp apple cider vinegar","2","1"
"1/2 tbsp apple cider vinegar","2","1"
"3/4 tbsp apple cider vinegar","2","1"
"1/3 tbsp apple cider vinegar","2","1"
"2/3 tbsp apple cider vinegar","2","1"
"2 1/8 tbsp apple cider vinegar","2","1"
"2  tbsp apple cider vinegar","2","1"
"1/2 tbsp apple cider vinegar","2","1"
"3/4 tbsp apple cider vinegar","2","1"
"tbsp extra virgin olive oil","2","1"
"1/8 tbsp extra virgin olive oil","2","1"
"1/4 tbsp extra virgin olive oil","2","1"
"1/2 tbsp extra virgin olive oil","2","1"
"3/4 tbsp extra virgin olive oil","2","1"
"1/3 tbsp extra virgin olive oil","2","1"
"2/3 tbsp extra virgin olive oil","2","1"
"3/4 tbsp extra virgin olive oil","2","1"
"tbsp extra virgin olive oil","2","1"
"4 2/3 tbsp extra virgin olive oil","2","1"
"4 1/2 tbsp extra virgin olive oil","2","1"
"scallion, sliced","2","1"
"1/8 scallion, sliced","2","1"
"1/4 scallion, sliced","2","1"
"1/2 scallion, sliced","2","1"
"3/4 scallion, sliced","2","1"
"1/3 scallion, sliced","2","1"
"2/3 scallion, sliced","2","1"
"6 1/8 scallion, sliced","2","1"
"6 3/4 scallion, sliced","2","1"
"4 1/8 scallion, sliced","2","1"
"4 2/3 scallion, sliced","2","1"
"cup pecan, coarsely chopped","2","1"
"1/8 cup pecan, coarsely chopped","2","1"
"1/4 cup pecan, coarsely chopped","2","1"
"1/2 cup pecan, coarsely chopped","2","1"
"3/4 cup pecan, coarsely chopped","2","1"
"1/3 cup pecan, coarsely chopped","2","1"
"2/3 cup pecan, coarsely chopped","2","1"
"6 1/2 cup pecan, coarsely chopped","2","1"
"6 2/3 cup pecan, coarsely chopped","2","1"
"3 1/3 cup pecan, coarsely chopped","2","1"
"3 1/2 cup pecan, coarsely chopped","2","1"
"cherry tomatoes, cut into sixths","2","1"
"1/8 cherry tomatoes, cut into sixths","2","1"
"1/4 cherry tomatoes, cut into sixths","2","1"
"1/2 cherry tomatoes, cut into sixths","2","1"
"3/4 cherry tomatoes, cut into sixths","2","1"
"1/3 cherry tomatoes, cut into sixths","2","1"
"2/3 cherry tomatoes, cut into sixths","2","1"
"1 1/3 cherry tomatoes, cut into sixths","2","1"
"1 3/4 cherry tomatoes, cut into sixths","2","1"
"1/3 cherry tomatoes, cut into sixths","2","1"
"1/2 cherry tomatoes, cut into sixths","2","1"
"tsp black peppercorn, freshly ground","2","1"
"1/8 tsp black peppercorn, freshly ground","2","1"
"1/4 tsp black peppercorn, freshly ground","2","1"
"1/2 tsp black peppercorn, freshly ground","2","1"
"3/4 tsp black peppercorn, freshly ground","2","1"
"1/3 tsp black peppercorn, freshly ground","2","1"
"2/3 tsp black peppercorn, freshly ground","2","1"
"2 2/3 tsp black peppercorn, freshly ground","2","1"
"2 1/3 tsp black peppercorn, freshly ground","2","1"
"1 1/4 tsp black peppercorn, freshly ground","2","1"
"1 2/3 tsp black peppercorn, freshly ground","2","1"
"cup bread crumbs","2","1"
"1/8 cup bread crumbs","2","1"
"1/4 cup bread crumbs","2","1"
"1/2 cup bread crumbs","2","1"
"3/4 cup bread crumbs","2","1"
"1/3 cup bread crumbs","2","1"
"2/3 cup bread crumbs","2","1"
"3 1/4 cup bread crumbs","2","1"
"3 3/4 cup bread crumbs","2","1"
"1  cup bread crumbs","2","1"
"1 3/4 cup bread crumbs","2","1"
"cup parmigiano reggiano, grated","2","1"
"1/8 cup parmigiano reggiano, grated","2","1"
"1/4 cup parmigiano reggiano, grated","2","1"
"1/2 cup parmigiano reggiano, grated","2","1"
"3/4 cup parmigiano reggiano, grated","2","1"
"1/3 cup parmigiano reggiano, grated","2","1"
"2/3 cup parmigiano reggiano, grated","2","1"
"4 3/4 cup parmigiano reggiano, grated","2","1"
"4  cup parmigiano reggiano, grated","2","1"
"3 1/3 cup parmigiano reggiano, grated","2","1"
"3 3/4 cup parmigiano reggiano, grated","2","1"
"egg, beaten with  tbsp water","2","1"
"1/8 egg, beaten with  tbsp water","2","1"
"1/4 egg, beaten with  tbsp water","2","1"
"1/2 egg, beaten with  tbsp water","2","1"
"3/4 egg, beaten with  tbsp water","2","1"
"1/3 egg, beaten with  tbsp water","2","1"
"2/3 egg, beaten with  tbsp water","2","1"
"4  egg, beaten with  tbsp water","2","1"
"4 1/3 egg, beaten with  tbsp water","2","1"
"egg, beaten with  tbsp water","2","1"
"3/4 egg, beaten with  tbsp water","2","1"
"cup flour","2","1"
"1/8 cup flour","2","1"
"1/4 cup flour","2","1"
"1/2 cup flour","2","1"
"3/4 cup flour","2","1"
"1/3 cup flour","2","1"
"2/3 cup flour","2","1"
"6 2/3 cup flour","2","1"
"6 1/4 cup flour","2","1"
"1 3/4 cup flour","2","1"
"1 1/2 cup flour","2","1"
"veal scallopino","2","1"
"1/8 veal scallopino","2","1"
"1/4 veal scallopino","2","1"
"1/2 veal scallopino","2","1"
"3/4 veal scallopino","2","1"
"1/3 veal scallopino","2","1"
"2/3 veal scallopino","2","1"
"3 2/3 veal scallopino","2","1"
"3 1/4 veal scallopino","2","1"
"1 2/3 veal scallopino","2","1"
"1 1/2 veal scallopino","2","1"
"cup vegetable oil","2","1"
"1/8 cup vegetable oil","2","1"
"1/4 cup vegetable oil","2","1"
"1/2 cup vegetable oil","2","1"
"3/4 cup vegetable oil","2","1"
"1/3 cup vegetable oil","2","1"
"2/3 cup vegetable oil","2","1"
"12  cup vegetable oil","2","1"
"12 1/8 cup vegetable oil","2","1"
"1 3/4 cup vegetable oil","2","1"
"1  cup vegetable oil","2","1"
"lemon, juiced","2","1"
"1/8 lemon, juiced","2","1"
"1/4 lemon, juiced","2","1"
"1/2 lemon, juiced","2","1"
"3/4 lemon, juiced","2","1"
"1/3 lemon, juiced","2","1"
"2/3 lemon, juiced","2","1"
"2 3/4 lemon, juiced","2","1"
"2 1/8 lemon, juiced","2","1"
"4 1/3 lemon, juiced","2","1"
"4 1/8 lemon, juiced","2","1"
"tbsp extra virgin olive oil","2","1"
"1/8 tbsp extra virgin olive oil","2","1"
"1/4 tbsp extra virgin olive oil","2","1"
"1/2 tbsp extra virgin olive oil","2","1"
"3/4 tbsp extra virgin olive oil","2","1"
"1/3 tbsp extra virgin olive oil","2","1"
"2/3 tbsp extra virgin olive oil","2","1"
"2 3/4 tbsp extra virgin olive oil","2","1"
"2 2/3 tbsp extra virgin olive oil","2","1"
"1/3 tbsp extra virgin olive oil","2","1"
"1/4 tbsp extra virgin olive oil","2","1"
"leaves fresh basil, torn into pieces","2","1"
"1/8 leaves fresh basil, torn into pieces","2","1"
"1/4 leaves fresh basil, torn into pieces","2","1"
"1/2 leaves fresh basil, torn into pieces","2","1"
"3/4 leaves fresh basil, torn into pieces","2","1"
"1/3 leaves fresh basil, torn into pieces","2","1"
"2/3 leaves fresh basil, torn into pieces","2","1"
"1 1/2 leaves fresh basil, torn into pieces","2","1"
"1 1/3 leaves fresh basil, torn into pieces","2","1"
"6  leaves fresh basil, torn into pieces","2","1"
"6 3/4 leaves fresh basil, torn into pieces","2","1"
"cups baby arugula","2","1"
"1/8 cups baby arugula","2","1"
"1/4 cups baby arugula","2","1"
"1/2 cups baby arugula","2","1"
"3/4 cups baby arugula","2","1"
"1/3 cups baby arugula","2","1"
"2/3 cups baby arugula","2","1"
"4 3/4 cups baby arugula","2","1"
"4 1/2 cups baby arugula","2","1"
"12 1/3 cups baby arugula","2","1"
"12 2/3 cups baby arugula","2","1"
"tbsp fresh tarragon, minced","2","1"
"1/8 tbsp fresh tarragon, minced","2","1"
"1/4 tbsp fresh tarragon, minced","2","1"
"1/2 tbsp fresh tarragon, minced","2","1"
"3/4 tbsp fresh tarragon, minced","2","1"
"1/3 tbsp fresh tarragon, minced","2","1"
"2/3 tbsp fresh tarragon, minced","2","1"
"1/3 tbsp fresh tarragon, minced","2","1"
"1/8 tbsp fresh tarragon, minced","2","1"
"12 2/3 tbsp fresh tarragon, minced","2","1"
"12 1/8 tbsp fresh tarragon, minced","2","1"
"tsp black peppercorn, freshly ground","2","1"
"1/8 tsp black peppercorn, freshly ground","2","1"
"1/4 tsp black peppercorn, freshly ground","2","1"
"1/2 tsp black peppercorn, freshly ground","2","1"
"3/4 tsp black peppercorn, freshly ground","2","1"
"1/3 tsp black peppercorn, freshly ground","2","1"
"2/3 tsp black peppercorn, freshly ground","2","1"
"3 1/3 tsp black peppercorn, freshly ground","2","1"
"3 1/8 tsp black peppercorn, freshly ground","2","1"
"12  tsp black peppercorn, freshly ground","2","1"
"12 1/2 tsp black peppercorn, freshly ground","2","1"
"sprigs rosemary","2","1"
"1/8 sprigs rosemary","2","1"
"1/4 sprigs rosemary","2","1"
"1/2 sprigs rosemary","2","1"
"3/4 sprigs rosemary","2","1"
"1/3 sprigs rosemary","2","1"
"2/3 sprigs rosemary","2","1"
"6 1/3 sprigs rosemary","2","1"
"6 1/2 sprigs rosemary","2","1"
"4  sprigs rosemary","2","1"
"4 3/4 sprigs rosemary","2","1"
"tbsp extra virgin olive oil","2","1"
"1/8 tbsp extra virgin olive oil","2","1"
"1/4 tbsp extra virgin olive oil","2","1"
"1/2 tbsp extra virgin olive oil","2","1"
"3/4 tbsp extra virgin olive oil","2","1"
"1/3 tbsp extra virgin olive oil","2","1"
"2/3 tbsp extra virgin olive oil","2","1"
"3  tbsp extra virgin olive oil","2","1"
"3 1/2 tbsp extra virgin olive oil","2","1"
"4  tbsp extra virgin olive oil","2","1"
"4 2/3 tbsp extra virgin olive oil","2","1"
"lbs beet, peeled","2","1"
"1/8 lbs beet, peeled","2","1"
"1/4 lbs beet, peeled","2","1"
"1/2 lbs beet, peeled","2","1"
"3/4 lbs beet, peeled","2","1"
"1/3 lbs beet, peeled","2","1"
"2/3 lbs beet, peeled","2","1"
"6 1/2 lbs beet, peeled","2","1"
"6 1/4 lbs beet, peeled","2","1"
"lbs beet, peeled","2","1"
"1/8 lbs beet, peeled","2","1"
"cup pistachio, toasted","2","1"
"1/8 cup pistachio, toasted","2","1"
"1/4 cup pistachio, toasted","2","1"
"1/2 cup pistachio, toasted","2","1"
"3/4 cup pistachio, toasted","2","1"
"1/3 cup pistachio, toasted","2","1"
"2/3 cup pistachio, toasted","2","1"
"12  cup pistachio, toasted","2","1"
"12 2/3 cup pistachio, toasted","2","1"
"1 3/4 cup pistachio, toasted","2","1"
"1 1/3 cup pistachio, toasted","2","1"
"tbsp honey","2","1"
"1/8 tbsp honey","2","1"
"1/4 tbsp honey","2","1"
"1/2 tbsp honey","2","1"
"3/4 tbsp honey","2","1"
"1/3 tbsp honey","2","1"
"2/3 tbsp honey","2","1"
"3  tbsp honey","2","1"
"3 1/2 tbsp honey","2","1"
"6 1/8 tbsp honey","2","1"
"6 2/3 tbsp honey","2","1"
"small shallot, finely minced","2","1"
"1/8 small shallot, finely minced","2","1"
"1/4 small shallot, finely minced","2","1"
"1/2 small shallot, finely minced","2","1"
"3/4 small shallot, finely minced","2","1"
"1/3 small shallot, finely minced","2","1"
"2/3 small shallot, finely minced","2","1"
"3  small shallot, finely minced","2","1"
"3 2/3 small shallot, finely minced","2","1"
"1/8 small shallot, finely minced","2","1"
"3/4 small shallot, finely minced","2","1"
"tsp lemon juice, freshly squeezed","2","1"
"1/8 tsp lemon juice, freshly squeezed","2","1"
"1/4 tsp lemon juice, freshly squeezed","2","1"
"1/2 tsp lemon juice, freshly squeezed","2","1"
"3/4 tsp lemon juice, freshly squeezed","2","1"
"1/3 tsp lemon juice, freshly squeezed","2","1"
"2/3 tsp lemon juice, freshly squeezed","2","1"
"3 3/4 tsp lemon juice, freshly squeezed","2","1"
"3 1/8 tsp lemon juice, freshly squeezed","2","1"
"2  tsp lemon juice, freshly squeezed","2","1"
"2 2/3 tsp lemon juice, freshly squeezed","2","1"
"wedge orange","2","1"
"1/8 wedge orange","2","1"
"1/4 wedge orange","2","1"
"1/2 wedge orange","2","1"
"3/4 wedge orange","2","1"
"1/3 wedge orange","2","1"
"2/3 wedge orange","2","1"
"12  wedge orange","2","1"
"12 2/3 wedge orange","2","1"
"1/3 wedge orange","2","1"
"1/8 wedge orange","2","1"
"wedge grapefruit","2","1"
"1/8 wedge grapefruit","2","1"
"1/4 wedge grapefruit","2","1"
"1/2 wedge grapefruit","2","1"
"3/4 wedge grapefruit","2","1"
"1/3 wedge grapefruit","2","1"
"2/3 wedge grapefruit","2","1"
"12 2/3 wedge grapefruit","2","1"
"12 3/4 wedge grapefruit","2","1"
"1/4 wedge grapefruit","2","1"
"3/4 wedge grapefruit","2","1"
"cup ricotta, fresh","2","1"
"1/8 cup ricotta, fresh","2","1"
"1/4 cup ricotta, fresh","2","1"
"1/2 cup ricotta, fresh","2","1"
"3/4 cup ricotta, fresh","2","1"
"1/3 cup ricotta, fresh","2","1"
"2/3 cup ricotta, fresh","2","1"
"3 1/3 cup ricotta, fresh","2","1"
"3  cup ricotta, fresh","2","1"
"1 1/8 cup ricotta, fresh","2","1"
"1  cup ricotta, fresh","2","1"
"tbsp extra virgin olive oil","2","1"
"1/8 tbsp extra virgin olive oil","2","1"
"1/4 tbsp extra virgin olive oil","2","1"
"1/2 tbsp extra virgin olive oil","2","1"
"3/4 tbsp extra virgin olive oil","2","1"
"1/3 tbsp extra virgin olive oil","2","1"
"2/3 tbsp extra virgin olive oil","2","1"
"1 1/8 tbsp extra virgin olive oil","2","1"
"1 1/3 tbsp extra virgin olive oil","2","1"
"6  tbsp extra virgin olive oil","2","1"
"6 1/4 tbsp extra virgin olive oil","2","1"
"cup za'atar","2","1"
"1/8 cup za'atar","2","1"
"1/4 cup za'atar","2","1"
"1/2 cup za'atar","2","1"
"3/4 cup za'atar","2","1"
