"content","class"
"2 oz parmigiano reggiano, grated",2
"4 oz gruyere, grated",2
"2 cups heavy cream",2
"2 cups whole milk",2
"8 egg yolk",2
"9 oz sugar",2
"4 clove",2
"2 stars anise",2
"2 Sticks cinnamon",2
"1 pasilla de oaxaca",2
"1 vanilla bean",2
"1/2 tsp almond extract",2
"1/2 tsp vanilla extract",2
"2 tbsp extra virgin olive oil",2
"3/4 cup red onion, finely chopped",2
"1 pinch kosher salt",2
"2 cloves garlic, minced",2
"1 qt chicken stock",2
"1 cup coarse cornmeal",2
"3 tbsp unsalted butter",2
"1 1/2 tsp kosher salt",2
"1/2 tsp black peppercorn, freshly ground",2
"2 oz parmesan, grated",2
"2 tbsp vegetable oil",2
"2 cups chianti",2
"1 cup water",2
"4 shallot, peeled and halved lengthwise",2
"1 head garlic, separated but unpeeled",2
"4 sprigs rosemary, fresh",2
"2 bay leaf",2
"2 tbsp black peppercorn, cracked",2
"1 tbsp powdered gelatin",2
"1 tbsp tomato paste",2
"1 tsp anchovy paste",2
"1 cup chianti",2
"2 tsp black peppercorn, freshly ground",2
"2 tsp cornstarch",2
"1/2 cup chianti",2
"5 lbs chuck roast, divided into 1-inch chunks",2
"1 1/2 tsp kosher salt",2
"1 lb vidalia onion, julienned 1/8""",2
"1 lb red onion, julienned 1/8""",2
"1 lb yellow onion, julienned 1/8""",2
"6 tbsp unsalted butter",2
"4 shallot, julienned 1/8""",2
"1/2 cup dry sherry",2
"2 qts chicken stock",2
"2 sprigs thyme",2
"1 bay leaf",2
"1 tsp fish sauce",2
"1 tsp apple cider vinegar",2
"2 tsp black peppercorn, freshly ground",2
"2 tsp kosher salt",2
"1 loaf rustic bread, sliced and cut to fit in soup bowls",2
"1 clove garlic, cut in half",2
"2 tbsp unsalted butter, softened",2
"1 lb gruyere, grated",2
"2 tbsp chive, minced",2
"8 cups fresh bing cherry, stemmed and pitted",2
"1 cup sugar",2
"1 tbsp citric acid",2
"1 cup water",2
"1 tsp saffron",2
"3 cups 00 flour",2
"9 egg yolk",2
"1 tsp kosher salt",2
"1/3 cup sugar",2
"2 1/2 lbs granny smith apple, peeled, cored, and sliced",2
"1/3 cup glucose syrup",2
"2 tsp malic acid",2
"1 1/2 tsp xanthan gum",2
"2 1/2 cups half and half",2
"3/4 cup glucose syrup",2
"1/3 cup honey",2
"1 tbsp kosher salt",2
"2 1/2 cups whole milk",2
"2 egg",2
"1 tsp lemon juice",2
"1/2 tsp dijon mustard",2
"1 1/2 cups avocado oil",2
"1 tsp kosher salt",2
"8 ripe banana",2
"3/4 cup sugar",2
"1/2 tsp kosher salt",2
"1 1/2 cups water",2
"3/4 tsp yuzu juice",2
"1 cup creme fraiche",2
"2 tbsp lemon juice",2
"2 tsp kosher salt",2
"1 lb natural lump charcoal",2
"3/4 lb applewood chip",2
"5 lbs chicken back",2
"5 lbs chicken neck",2
"8 qts ice cube",2
"1 cup leek, diced, white parts only",2
"1/2 cup celery, diced",2
"1/2 cup celery root, diced",2
"1/2 cup shallot, diced",2
"1/2 cup fennel bulb, diced",2
"5 white peppercorn",2
"1 bay leaf",2
"1 sprig thyme",2
"12 large egg yolk",2
"1 cup sugar",2
"1 pt half and half",2
"1 pt heavy cream",2
"1 pt whole milk",2
"1 cup rum",2
"1 cup cognac",2
"1 cup bourbon",2
"1/2 tsp kosher salt",2
"1 tsp nutmeg, freshly grated",2
"2 tbsp unsalted butter",2
"2 yellow onion, chopped fine",2
"1/4 cup candied ginger, minced",2
"1 tbsp ginger, freshly grated",2
"2 cloves garlic, peeled and smashed",2
"2 tsp kosher salt",2
"1 tsp sugar",2
"2 lbs carrot, peeled and sliced 1/4"" thick",2
"4 cups water",2
"3/4 cup carrot juice",2
"2 sprigs fresh thyme",2
"1/2 tsp baking soda",2
"3/4 cup carrot juice",2
"1 tbsp apple cider vinegar",2
"2 tbsp chive, minced",2
"1/4 cup sour cream",2
"1 tbsp unsalted butter",2
"2 lbs cauliflower",2
"4 oz sharp cheddar, grated",2
"1/2 cup bread crumbs",2
"1 egg",2
"1 tsp kosher salt",2
"1 tsp mustard powder",2
"1/2 tsp smoked paprika",2
"1/2 tsp black peppercorn, freshly ground",2
"1/2 tsp cayenne pepper",2
"1/2 cup heavy cream",2
"1/2 oz cheddar, grated",2
"8 bone-in chicken thigh, trimmed",2
"1/3 cup soy sauce",2
"13 1/2 oz coconut milk",2
"1 cup apple cider vinegar",2
"8 cloves garlic, peeled",2
"4 bay leaf",2
"1 tbsp black peppercorn, freshly ground",2
"2 scallion, sliced thin",2
"1 1/2 oz unsweetened cocoa powder",2
"1 cup half and half",2
"2 cups half and half",2
"1 cup heavy cream",2
"8 egg yolk",2
"1 1/2 tsp vanilla extract",2
"1/2 tsp almond extract",2
"9 oz sugar, vanilla flavored if possible",2
"1 egg yolk",2
"2 tbsp heavy cream",2
"1/2 cup sliced almond, toasted",2
"1 3/4 oz sugar",2
"5 oz all purpose flour",2
"1/4 tsp kosher salt",2
"6 tbsp unsalted butter",2
"1 1/4 cups heavy cream",2
"1/2 tsp espresso powder",2
"1/4 tsp kosher salt",2
"9 oz bittersweet chocolate, chopped fine",2
"4 tbsp unsalted butter, thinly sliced",2
"2 egg, lightly beaten and at room temperature",2
"3 tbsp heavy cream",2
"1 tbsp corn syrup",2
"2 oz bittersweet chocolate, chopped fine",2
"1 tbsp hot water",2
"12 wisps orange zest",2
"2 red grapefruit",2
"3 navel orange",2
"1 1/2 lbs sweet cherry, pitted and halved",2
"1 tsp sugar",2
"1 tsp unsalted butter",2
"1/2 tsp kosher salt",2
"1/2 cup pecan, coarsely chopped",2
"3 tbsp high-quality extra virgin olive oil",2
"1 small shallot, minced",2
"1 tsp dijon mustard",2
"4 oz watercress, torn into pieces",2
"2/3 cup dried cherries",2
"1 tsp lemon juice",2
"2 tsp all purpose flour",2
"1/8 tsp ground cinnamon",2
"4 large egg",2
"2/3 cup sugar",2
"2 1/2 tsp vanilla extract",2
"1/4 tsp kosher salt",2
"1/2 cup all purpose flour",2
"1 cup heavy cream",2
"2/3 cup whole milk",2
"1 tbsp unsalted butter",2
"2 tsp sugar",2
"8 oz masa harina",2
"1 tsp vegetable oil",2
"1/4 tsp kosher salt",2
"1 cup warm water",2
"1 tsp vegetable oil",2
"1/4 cup orange juice, freshly squeezed",2
"1/4 cup pure cranberry juice",2
"1 cup honey",2
"1 lb fresh cranberry",2
"1 tsp orange zest, finely grated",2
"1 tsp fresh lemon juice",2
"2 tbsp unsalted butter, divided into 4 chunks",2
"1/4 cup light brown sugar",2
"2 medium peach, peeled and cut into eighths",2
"1 oz candied ginger, finely minced",2
"2 1/2 oz all purpose flour",2
"1 tsp double-acting baking powder",2
"1/8 tsp baking soda",2
"1/8 tsp kosher salt",2
"1/2 cup buttermilk, room temperature",2
"1/3 cup sugar",2
"1/2 tsp vanilla extract",2
"1 tbsp unsalted butter, melted",2
"2 lbs beet",2
"2 cloves garlic, crushed and peeled",2
"1 small red chile, seeded and diced",2
"1 cup greek yogurt",2
"1 1/2 tbsp date syrup",2
"3 tbsp extra virgin olive oil",2
"1 tbsp za'atar",2
"1 tsp kosher salt",2
"2 scallion, thinly sliced",2
"2 tbsp hazelnut, toasted and crushed",2
"2 oz goat cheese, softened and crumbled",2
"2 lbs sugar, approximately",2
"1 cup red wine vinegar",2
"1 1/2 pints raspberry",2
"10 inches parchment paper",2
"3 cups water",2
"1 tbsp unsalted butter",2
"1/2 tsp kosher salt",2
"12 small carrot, peeled",2
"1/3 cup golden raisin, roughly chopped",2
"1 tbsp water",2
"2/3 cup green olive, pitted and chopped",2
"1 shallot, minced",2
"2 tbsp extra virgin olive oil",2
"1 tbsp red wine vinegar",2
"1/2 tsp fennel seed, ground",2
"1/4 tsp kosher salt",2
"4 1/2 feet parchment paper",2
"125 g blanched almond flour",2
"110 g egg white, left out overnight at room temperature",2
"225 g icing sugar",2
"1 pinch kosher salt",2
"30 g granulated sugar",2
"8 oz bittersweet chocolate, finely chopped",2
"1 cup heavy cream",2
"4 tbsp unsalted butter, room temperature",2
"1 1/2 cups ketchup",2
"1 cup apple cider vinegar",2
"1/4 cup worcestershire sauce",2
"1/4 cup soy sauce",2
"1 cup brown sugar",2
"2 tbsp mustard powder",2
"1/4 cup chile powder",2
"1 tsp ground ginger",2
"2 cloves garlic, minced",2
"2 tbsp vegetable oil",2
"2 tbsp extra virgin olive oil",2
"1 clove garlic, minced",2
"1 onion, roughly chopped",2
"28 oz tomato puree",2
"1/2 cup brown sugar, packed",2
"1/4 cup apple cider vinegar",2
"1 tbsp tomato paste",2
"1/2 tsp kosher salt",2
"1/2 tsp mustard powder",2
"1/8 tsp clove, ground",2
"1/8 tsp allspice, ground",2
"1/8 tsp cayenne pepper",2
"6 oz bacon, chopped",2
"2 large yellow onion, finely chopped",2
"1 1/2 tsp kosher salt",2
"1/2 tsp black peppercorn, freshly ground",2
"1 spice bag",2
"3 clove",2
"1 pod anise",2
"3 Ribs celery, minced",2
"3 cloves garlic, minced",2
"1 tbsp olive oil",2
"8 oz coarse ground beef chuck",2
"8 oz coarse ground pork butt",2
"1/2 cup white wine",2
"1/2 cup white wine",2
"1 oz dried porcini mushroom, finely chopped",2
"3/4 cup evaporated milk",2
"3 cups beef broth",2
"1 tbsp olive oil",2
"3 cloves garlic, sliced",2
"56 oz canned tomatoes",2
"1 tbsp dried oregano",2
"1 tbsp dried basil",2
"1 tbsp dried marjoram",2
"1/4 cup white wine",2
"2 tbsp tomato paste",2
"1 tbsp ketchup",2
"1 tbsp sherry vinegar",2
"2 tsp worcestershire sauce",2
"1 tbsp olive oil",2
"8 oz unsalted butter",2
"12 oz bread flour",2
"1 tsp kosher salt",2
"1 tsp baking soda",2
"2 oz granulated sugar",2
"8 oz light brown sugar",2
"1 large egg",2
"1 large egg yolk",2
"1 oz whole milk",2
"1 1/2 tsp vanilla extract",2
"12 oz chocolate chip",2
"200 g unsalted butter",2
"300 g superfine sugar",2
"1 clementine, zested",2
"1 lemon, zested",2
"1 1/4 cups ground almond",2
"5 egg, beaten",2
"1 1/4 cups ground almond",2
"100 g all purpose flour, sifted",2
"1 pinch kosher salt",2
"4 clementine, juiced",2
"1 lemon, juiced",2
"80 g superfine sugar",2
"2 clementine, zested",2
"4 oz salt pork, cubed",2
"2 tbsp unsalted butter",2
"2 onion, chopped fine",2
"8 sprigs thyme, leaves removed",2
"2 bay leaf",2
"2 lbs yukon gold potato, cubed 1/2""",2
"5 cups fish stock",2
"3 lbs boneless, skinless haddock",2
"1 1/2 cups heavy cream",2
"2 tbsp parsley, minced",2
"2 tbsp chive, minced",2
"2 cups oyster cracker",2
"2 lbs white fish, bones and heads only, gills removed",2
"2 tbsp kosher salt",2
"2 tbsp vegetable oil",2
"1 cup yellow onion, diced",2
"1 cup fennel bulb, diced",2
"1 medium leek, minced",2
"2/3 cup celery, diced",2
"2 cloves garlic, crushed",2
"1 cup dry white wine",2
"2 sprigs parsley",2
"2 sprigs tarragon",2
"2 bay leaf",2
"1 tsp black peppercorn",2
"2 1/2 oz all purpose flour",2
"2 2/3 oz water, 105 degrees",2
"1/4 tsp rapid rise yeast",2
"12 1/2 oz all purpose flour",2
"10 oz water, 105 degrees",2
"1 tsp rapid rise yeast",2
"2 tsp kosher salt",2
"4 tbsp extra virgin olive oil",2
"1 tsp kosher salt",2
"2 tbsp rosemary, minced",2
"3 Slices thick-cut bacon, cut into 1/2"" pieces",2
"1 large onion, sliced thin",2
"1/4 tsp kosher salt",2
"2 tsp fresh thyme, chopped",2
"1/2 tsp black peppercorn, freshly ground",2
"1 tsp kosher salt",2
"3 lbs yukon gold potato, peeled and sliced 1/8"" thick",2
"2 tbsp unsalted butter, divided into 4 pieces",2
"1 1/4 cups chicken broth",2
"1 1/4 cups beef broth",2
"12 blades mace",2
"10 inches cinnamon stick",2
"25 clove",2
"25 green cardamom",2
"12 black cardamom",2
"10 bay leaf",2
"3 tbsp cumin seed",2
"1 1/2 tbsp black peppercorn",2
"1 tsp nutmeg, freshly grated",2
"1 tbsp vegetable oil",2
"1 turkey neck, cut in half",2
"1 turkey back, cut in half",2
"1 batch turkey giblets",2
"1 small yellow onion, quartered",2
"1 medium carrot, quartered",2
"1 rib celery, quartered",2
"1/4 tsp kosher salt",2
"6 cups water",2
"2 sprigs thyme",2
"1 sprig rosemary",2
"1 bay leaf",2
"1 tsp black peppercorn",2
"2 cups giblet stock",2
"1/2 cup giblet stock",2
"1 tbsp all purpose flour",2
"1/2 cup giblet stock",2
"1 tbsp potato starch",2
"1 tsp rosemary, minced",2
"1 tsp sage, minced",2
"1 tsp thyme, minced",2
"1 tsp kosher salt",2
"1/4 tsp black peppercorn, freshly ground",2
"2/3 cup molasses",2
"3/4 cup stout beer",2
"1/2 tsp baking soda",2
"5 1/4 oz light brown sugar",2
"1 3/4 oz granulated sugar",2
"1 1/2 cups all purpose flour",2
"2 tbsp ground ginger",2
"1/2 tsp double-acting baking powder",2
"1/2 tsp kosher salt",2
"1/2 tsp ground cinnamon",2
"1/2 tsp black peppercorn, freshly ground",2
"2 large egg",2
"1/3 cup vegetable oil",2
"2 tbsp ground ginger, finely grated",2
"2 cups cilantro, leaves only",2
"1 1/2 cups flat-leaf parsley, leaves only",2
"2 cups dill, leaves only",2
"1 cup tarragon, leaves only",2
"1 1/2 cups basil, leaves only",2
"1 1/2 cups arugula",2
"1 tbsp unsalted butter",2
"1 cup whole hazelnut",2
"1/2 tsp kosher salt",2
"1/2 tsp black peppercorn, freshly ground",2
"2 tbsp lemon juice",2
"1 tbsp extra virgin olive oil",2
"2 tbsp preserved lemon, thinly sliced",2
"1 cup granulated sugar",2
"6 oz unsweetened chocolate, chopped fine",2
"1 cup unsweetened cocoa powder",2
"1/2 cup nonfat powdered milk",2
"1 1/2 tbsp cornstarch",2
"1 tsp vanilla extract",2
"3/4 tsp kosher salt",2
"1 1/4 cups dried chickpea",2
"1 tsp baking soda",2
"6 1/2 cups water",2
"1 cup tahini",2
"4 tbsp lemon juice",2
"4 cloves garlic, crushed",2
"1 1/2 tsp kosher salt",2
"6 1/2 tbsp ice cold water",2
"1 qt vegetable oil",2
"1 medium red onion, thinly sliced",2
"1 tsp white poppy seed",2
"2 tbsp hot water",2
"1/2 cup cashew",2
"6 clove",2
"2 green cardamom",2
"1 blade mace",2
"1 tbsp dried rose petal",2
"1 pinch nutmeg",2
"7 oz ground lamb",2
"2 tbsp unsalted butter",2
"1/2 tbsp grated khoya, optional",2
"1 tsp white peppercorn, freshly ground",2
"1 1/2 tsp chile powder",2
"8 threads saffron",2
"2 tsp ginger, pressed into a paste",2
"2 tsp garlic, pressed into a paste",2
"1 tsp kosher salt",2
"1 qt buttermilk",2
"1 gal whole milk",2
"1 tbsp kosher salt",2
"48 inches cheesecloth",2
"5 1/2 cups red potato, peeled and grated",2
"3 cups parsnip, peeled and grated",2
"2/3 cup chive, minced",2
"4 egg white",2
"2 tbsp cornstarch",2
"1 tsp kosher salt",2
"2 tsp black peppercorn, freshly ground",2
"3 tbsp unsalted butter",2
"3 tbsp sunflower oil",2
"1 cup sour cream",2
"2 tbsp vegetable oil",2
"12 green cardamom",2
"2 blades mace",2
"3 cloves garlic, roughly chopped",2
"3 tsp paprika",2
"56 oz canned tomatoes",2
"2 tsp kosher salt",2
"1 cup unsalted butter",2
"1 tbsp fenugreek leaf, roasted and ground",2
"1 tbsp honey",2
"1/2 cup heavy cream",2
"12 oz paneer",2
"3 tbsp water",2
"1 head garlic",2
"1 tbsp extra virgin olive oil",2
"6 tbsp pink peppercorn, crushed",2
"2 tbsp rosemary, minced",2
"2 tbsp kosher salt",2
"1 tbsp black peppercorn, freshly ground",2
"4 lbs beef tenderloin",2
"6 oz gingersnap",2
"1 tbsp dark brown sugar",2
"1 tsp ground ginger",2
"2 tbsp unsalted butter, melted",2
"16 oz pumpkin puree",2
"1 cup half and half",2
"1/2 tsp nutmeg, freshly grated",2
"1/2 tsp kosher salt",2
"3/4 cup dark brown sugar",2
"2 large egg",2
"1 large egg yolk",2
"2 tbsp dark brown sugar, optional",2
"5 cups chicken stock",2
"1 1/2 cups water",2
"2 tbsp unsalted butter",2
"3/4 tsp kosher salt",2
"1 large yellow onion, chopped fine",2
"1 clove garlic, minced",2
"2 cups arborio rice",2
"1 cup dry white wine",2
"2 oz parmigiano reggiano, finely grated",2
"2 tsp fresh lemon juice",2
"2 tbsp parsley, chopped",2
"2 tbsp chive, minced",2
"1 tsp black peppercorn, freshly ground",2
"2 tbsp unsalted butter",2
"1 1/8 cups granulated sugar",2
"1 cup cilantro, roughly chopped",2
"1/2 cup mint, roughly chopped",2
"3 serrano chile, stemmed and seeded",2
"1/4 cup water",2
"1/2 tsp sea salt",2
"1/2 tsp granulated sugar",2
"1 tsp lemon juice",2
"1 tbsp unsalted butter",2
"1 cup steel-cut oats",2
"3 cups boiling water",2
"1/2 cup whole milk",2
"1/2 cup buttermilk",2
"1/4 cup buttermilk",2
"1/4 cup brown sugar",2
"1/2 cup raspberry",2
"7 oz granulated sugar",2
"1 1/2 tbsp orange zest, freshly grated",2
"1/4 tsp kosher salt",2
"2 cups orange juice, freshly squeezed",2
"1 tbsp lemon juice, freshly squeezed",2
"1 tsp vanilla extract",2
"1 1/2 cups whole milk",2
"1 tbsp sesame seed",2
"1/4 cup sumac",2
"2 tbsp thyme, freshly minced",2
"2 tbsp dried marjoram",2
"2 tbsp dried oregano",2
"1 tbsp kosher salt",2
"11 oz whole wheat flour",2
"2 tbsp granulated sugar",2
"1 1/2 tsp double-acting baking powder",2
"1/2 tsp baking soda",2
"3/4 tsp kosher salt",2
"2 1/4 cups buttermilk",2
"5 tbsp vegetable oil",2
"2 large egg",2
"1 3/4 lbs minneola orange",2
"1 lemon",2
"6 cups water",2
"3 3/4 lbs granulated sugar",2
"3 red bell pepper",2
"3 yellow bell pepper",2
"1 clove garlic, minced",2
"2 tbsp red wine vinegar",2
"2 tbsp granulated sugar",2
"1/2 tsp red pepper flakes",2
"1/4 tsp kosher salt",2
"1 loaf crusty bread, sliced 3/4"" thick",2
"1 clove garlic, sliced in half",2
"8 oz feta, crumbled",2
"1 tbsp lemon juice, freshly squeezed",2
"1/2 tsp black peppercorn, freshly ground",2
"2 lbs flank steak",2
"2 tsp kosher salt",2
"1 tsp granulated sugar",2
"1 tsp black peppercorn, freshly ground",2
"3 tbsp unsalted butter, softened",2
"1 tbsp fresh chive, minced",2
"1 tbsp dijon mustard",2
"1/2 tsp lemon zest, freshly grated",2
"1 tsp lemon juice, freshly squeezed",2
"2 tbsp vegetable oil",2
"2 tbsp chive, minced",2
"8 Slices thin-cut bacon, cut into 1/2"" pieces",2
"1/2 cup water",2
"3 cloves garlic, minced",2
"2 1/2 oz pecorino romano, finely grated",2
"3 large egg",2
"1 large egg yolk",2
"1 1/2 tsp black peppercorn, freshly ground",2
"1 lb angel hair pasta",2
"1 tsp kosher salt",2
"2 minneola orange, finely zested",2
"2 cups vodka",2
"2 N2O Cartridges",2
"1/2 cup almond oil",2
"1/3 cup extra virgin olive oil",2
"1/4 cup sherry vinegar",2
"1 tsp kosher salt",2
"4 cups basil, leaves only",2
"1 1/2 cups grapeseed oil",2
"1 coffee filter",2
"1 cup mayonnaise",2
"1 cup buttermilk",2
"2 tbsp chive, minced",2
"1/2 tsp black peppercorn, coarsely ground",2
"1 1/2 tsp kosher salt",2
"4 oz young celery",2
"2 cups grapeseed oil",2
"1 coffee filter",2
"4 cups chive, chopped",2
"1 1/2 cups grapeseed oil",2
"1 coffee filter",2
"16 oz unsalted butter",2
"5 sprigs thyme",2
"2 cloves garlic, crushed",2
"24 inches cheesecloth",2
"16 oz unsalted butter",2
"24 inches cheesecloth",2
"2 cloves elephant garlic",2
"1 cup whole milk",2
"1 qt vegetable oil",2
"1 lb sunchoke",2
"1 qt vegetable oil",2
"1 tsp kosher salt",2
"4 tbsp unsalted butter",2
"1 shallot, thinly sliced",2
"4 sprigs thyme",2
"4 1/4 cups water",2
"2 lbs sweet potato",2
"1 tbsp light brown sugar, packed",2
"1 tsp apple cider vinegar",2
"1 1/2 tsp kosher salt",2
"1/2 tsp black peppercorn, freshly ground",2
"2 tbsp chive, minced",2
"1/3 cup sour cream, optional",2
"1 tbsp maple syrup, optional",2
"260 g all purpose flour",2
"3/4 tsp kosher salt",2
"8 oz cream cheese, cut into chunks",2
"8 oz unsalted butter, cut into chunks",2
"1/3 cup chocolate chip",2
"1/3 cup walnut, toasted and chopped",2
"1/3 cup dried cherries, chopped",2
"3/4 cup raspberry jam",2
"4 thick, bone-in pork chop",2
"1 egg, whisked until smooth",2
"1 cup kosher salt",2
"1 cup dark brown sugar",2
"1 1/2 tsp ground cinnamon",2
"2/3 cup granulated sugar",2
"1 tbsp whole black peppercorn",2
"1 tbsp mustard powder",2
"2 cups apple cider vinegar, boiled",2
"2 tbsp golden raisin, chopped",2
"1 lb ice cube",2
"1/4 cup walnut, chopped",2
"1/4 cup dried cherries, chopped",2
"1/4 cup buttermilk",2
"1 tsp black peppercorn, freshly ground",2
"2 tsp fresh sage, minced",2
"1/2 tsp kosher salt",2
"1 1/2 cups cornbread, crumbled",2
"2 tbsp granulated sugar",2
"3 tbsp kosher salt",2
"1 qt water",2
"1 1/2 lbs jumbo shrimp",2
"1 tbsp extra virgin olive oil",2
"1 cup dry white wine",2
"4 sprigs thyme",2
"1 tbsp extra virgin olive oil",2
"1/2 tsp red pepper flakes",2
"1/2 tsp black peppercorn, freshly ground",2
"8 cloves garlic, thinly sliced",2
"3 tbsp lemon juice, freshly squeezed",2
"1 tsp cornstarch",2
"4 tbsp unsalted butter, divided",2
"1 tbsp parsley, minced",2
"1 slice hearty bread",2
"1 head cauliflower",2
"1 tbsp extra virgin olive oil",2
"1/4 tsp kosher salt",2
"1/4 tsp black peppercorn, freshly ground",2
"2 tbsp extra virgin olive oil",2
"1 tsp kosher salt",2
"1/2 tsp black peppercorn, freshly ground",2
"2 tbsp extra virgin olive oil",2
"1 clove garlic, minced",2
"1 tsp lemon zest, freshly grated",2
"6 wedges lemon",2
"1/4 cup parsley, minced",2
"1 1/2 tbsp unsalted butter",2
"4 ripe but firm bosc pear, peeled, halved, and cored",2
"1 1/4 cups dry white wine",2
"1/2 cup dried apricot, chopped",2
"1/3 cup sugar",2
"1/4 tsp cardamom, freshly ground",2
"1/8 tsp kosher salt",2
"1 tbsp unsalted butter",2
"1 tsp lemon juice, freshly squeezed",2
"1/3 cup pistachio, toasted and chopped",2
"2 cups vanilla ice cream, optional",2
"1 1/2 lbs russet potato",2
"1/4 cup half and half",2
"2 oz unsalted butter",2
"1 tsp kosher salt",2
"1/2 tsp black peppercorn, freshly ground",2
"1 egg yolk",2
"2 tsp vegetable oil",2
"1 cup yellow onion, chopped",2
"2 medium carrot, peeled and diced",2
"2 cloves garlic, minced",2
"1 1/2 lbs ground lamb",2
"1 1/4 tsp kosher salt",2
"3/4 tsp black peppercorn",2
"1 tbsp all purpose flour",2
"2 tsp tomato paste",2
"1 cup chicken broth",2
"1 1/2 tsp worcestershire sauce",2
"2 tsp rosemary, minced",2
"1 1/2 tsp thyme, minced",2
"3/4 cup corn",2
"3/4 cup english pea",2
"24 inches parchment paper",2
"1 cup pastry flour",2
"1 tsp ajwain seed",2
"2 tbsp ghee",2
"1 tsp kosher salt",2
"1/4 cup water",2
"1 tbsp coriander seed",2
"1 tsp pomegranate seed",2
"2 tbsp vegetable oil",2
"1 tsp cumin seed",2
"1 in ginger, peeled and minced",2
"4 serrano chile, stemmed, seeded, and minced",2
"1 tsp cayenne pepper",2
"1 tsp amchur",2
"1 tsp garam masala",2
"3/4 tsp kosher salt",2
"1/2 cup english pea, warmed",2
"4 small red potato, boiled, peeled, and mashed",2
"2 tbsp cilantro, minced",2
"1 qt vegetable oil",2
"2 tbsp brandy",2
"3/4 cup dried currant",2
"2 cups all purpose flour",2
"1 1/2 tsp cocoa powder",2
"1/2 tsp double-acting baking powder",2
"1/4 tsp baking soda",2
"1/2 tsp ground cinnamon",2
"1/2 tsp ground allspice",2
"1/2 tsp ground ginger",2
"1/2 tsp ground nutmeg",2
"1/4 tsp kosher salt",2
"5 oz dark chocolate, coarsely grated",2
"1/2 cup unsalted butter, room temperature",2
"2/3 cup superfine sugar",2
"1 tsp vanilla extract",2
"1/2 tsp lemon zest, freshly grated",2
"1/2 tsp orange zest, freshly grated",2
"48 inches parchment paper",2
"1/2 large egg",2
"3 tbsp lemon juice, freshly squeezed",2
"1 1/3 cups superfine sugar",2
"2 tbsp candied lemon zest, diced",2
"2 cups raw almond, coarsely chopped",2
"1 1/2 cups granulated sugar",2
"1 1/4 cups water",2
"24 inches cheesecloth",2
"1 tsp orange blossom water",2
"1 oz vodka",2
"1/4 oz active dry yeast",2
"1/4 tsp sugar",2
"3/4 cup water, 110 degrees",2
"1 3/4 cups all purpose flour",2
"1/2 tsp kosher salt",2
"1/2 lb thick-cut bacon, cut into 1"" pieces",2
"2 canned chipotle chile, minced",2
"2 cloves garlic, minced",2
"1 medium onion, thinly sliced",2
"1 1/2 lbs unpeeled yukon gold potato, sliced 1/4"" thick",2
"1/4 cup olive oil",2
"1/2 tsp kosher salt",2
"1/4 tsp black peppercorn, freshly ground",2
"10 large egg",2
"6 oz cheddar, grated",2
"1/2 tsp kosher salt",2
"1/4 tsp black peppercorn",2
"8 medium minneola orange",2
"6 cups water",2
"6 cups granulated sugar",2
"1 cup granulated sugar",2
"1 oz campari",2
"1 oz sweet vermouth",2
"1 oz dry gin",2
"1 large ice cube",2
"1 orange twist",2
"11 oz all purpose flour",2
"1 1/2 tbsp double-acting baking powder",2
"1 tsp kosher salt",2
"1 tbsp granulated sugar",2
"1 1/2 cups heavy cream",2
"24 inches parchment paper",2
"3/4 lb pork sausage",2
"3 tbsp unsalted butter",2
"1/4 cup all purpose flour",2
"2 cups whole milk",2
"1/2 tsp red pepper flakes, optional",2
"1 tsp sage, minced",2
"1 tsp kosher salt",2
"1/2 tsp black peppercorn, freshly ground",2
"1 lb crusty bread, torn into 1"" pieces",2
"1/4 cup olive oil",2
"12 red bell pepper, roasted, peeled, and cleaned",2
"2 medium red chile",2
"1 tsp smoked paprika",2
"1/4 cup olive oil",2
"1 cup heavy cream",2
"1 tsp kosher salt",2
"6 oz bacon, finely chopped",2
"1 large onion, thinly sliced",2
"2 cloves garlic, thinly sliced",2
"8 large egg",2
"1/2 tsp kosher salt",2
"2 tbsp parsley, minced",2
"1/2 tsp kosher salt",2
"1 1/2 lbs smoked pork sausage, chopped",2
"1/2 tsp kosher salt",2
"4 1/2 cups water",2
"1 1/2 cups quick-cooking grits",2
"16 oz sharp cheddar, shredded",2
"1 cup whole milk",2
"1 1/2 tsp fresh thyme, chopped",2
"1/4 tsp powdered garlic",2
"1/2 tsp black peppercorn, freshly ground",2
"4 large egg, beaten",2
"4 3/4 oz whole wheat flour",2
"4 3/4 oz all purpose flour",2
"1 tsp double-acting baking powder",2
"1/2 tsp baking soda",2
"1 tsp kosher salt",2
"3 tbsp granulated sugar",2
"4 large egg, beaten",2
"4 tbsp unsalted butter, melted",2
"2 cups buttermilk, room temperature",2
"1 large onion, cut in half",2
"2 tbsp unsalted butter",2
"1/2 cup white wine",2
"1 lb parmesan rind, cut into 1/2"" strips",2
"6 cloves garlic, unpeeled",2
"2 bay leaf",2
"1 tbsp black peppercorn",2
"2 Slices lemon zest",2
"2 sprigs thyme",2
"2 qts water",2
"3/4 cup lime juice, freshly squeezed",2
"1/4 cup granulated sugar",2
"1/2 tsp powdered gelatin",2
"2 egg white",2
"1 tsp citric acid",2
"3 CO2 Cartridge",2
"24 inches parchment paper",2
"3/4 lb cremini mushroom",2
"1/4 lb shiitake mushroom",2
"1 tsp kosher salt",2
