"content","class","begins_with_num"
"300 ml blanco tequila","2","0"
"1150 ml blanco tequila","2","0"
"150ml blanco tequila","2","0"
"1200ml blanco tequila","2","0"
"950 g unsalted butter","2","0"
"300 g unsalted butter","2","0"
"750g unsalted butter","2","0"
"1300g unsalted butter","2","0"
"900 ml unsalted butter","2","0"
"1400 ml unsalted butter","2","0"
"1250ml unsalted butter","2","0"
"1400ml unsalted butter","2","0"
"650 g fava beans","2","0"
"1500 g fava beans","2","0"
"1150g fava beans","2","0"
"1250g fava beans","2","0"
"350 ml fava beans","2","0"
"750 ml fava beans","2","0"
"1000ml fava beans","2","0"
"150ml fava beans","2","0"
"100 g rye whiskey","2","0"
"650 g rye whiskey","2","0"
"600g rye whiskey","2","0"
"100g rye whiskey","2","0"
"700 ml rye whiskey","2","0"
"1050 ml rye whiskey","2","0"
"1400ml rye whiskey","2","0"
"750ml rye whiskey","2","0"
"1300 g lime juice, fresh","2","0"
"400 g lime juice, fresh","2","0"
"850g lime juice, fresh","2","0"
"400g lime juice, fresh","2","0"
"150 ml lime juice, fresh","2","0"
"1050 ml lime juice, fresh","2","0"
"600ml lime juice, fresh","2","0"
"1050ml lime juice, fresh","2","0"
"750 g molasses","2","0"
"500 g molasses","2","0"
"100g molasses","2","0"
"1400g molasses","2","0"
"400 ml molasses","2","0"
"1000 ml molasses","2","0"
"450ml molasses","2","0"
"1100ml molasses","2","0"
"950 g mezcal","2","0"
"1150 g mezcal","2","0"
"500g mezcal","2","0"
"650g mezcal","2","0"
"700 ml mezcal","2","0"
"850 ml mezcal","2","0"
"700ml mezcal","2","0"
"650ml mezcal","2","0"
"1000 g fernet branca","2","0"
"150 g fernet branca","2","0"
"900g fernet branca","2","0"
"200g fernet branca","2","0"
"1250 ml fernet branca","2","0"
"800 ml fernet branca","2","0"
"1400ml fernet branca","2","0"
"1100ml fernet branca","2","0"
"150 g coconut oil, solid","2","0"
"300 g coconut oil, solid","2","0"
"1400g coconut oil, solid","2","0"
"1100g coconut oil, solid","2","0"
"950 ml coconut oil, solid","2","0"
"1400 ml coconut oil, solid","2","0"
"1100ml coconut oil, solid","2","0"
"1400ml coconut oil, solid","2","0"
"100 g simple syrup","2","0"
"1500 g simple syrup","2","0"
"1250g simple syrup","2","0"
"450g simple syrup","2","0"
"250 ml simple syrup","2","0"
"950 ml simple syrup","2","0"
"1450ml simple syrup","2","0"
"800ml simple syrup","2","0"
"750 g apple brandy","2","0"
"850 g apple brandy","2","0"
"50g apple brandy","2","0"
"900g apple brandy","2","0"
"350 ml apple brandy","2","0"
"200 ml apple brandy","2","0"
"550ml apple brandy","2","0"
"500ml apple brandy","2","0"
"1150 g orange marmalade","2","0"
"900 g orange marmalade","2","0"
"350g orange marmalade","2","0"
"1500g orange marmalade","2","0"
"1450 ml orange marmalade","2","0"
"350 ml orange marmalade","2","0"
"1300ml orange marmalade","2","0"
"550ml orange marmalade","2","0"
"300 g ice cube","2","0"
"1250 g ice cube","2","0"
"300g ice cube","2","0"
"200g ice cube","2","0"
"1300 ml ice cube","2","0"
"1350 ml ice cube","2","0"
"1450ml ice cube","2","0"
"400ml ice cube","2","0"
"450 g gin","2","0"
"500 g gin","2","0"
"650g gin","2","0"
"300g gin","2","0"
"500 ml gin","2","0"
"400 ml gin","2","0"
"50ml gin","2","0"
"1400ml gin","2","0"
"1450 g tomato puree","2","0"
"1150 g tomato puree","2","0"
"1500g tomato puree","2","0"
"750g tomato puree","2","0"
"600 ml tomato puree","2","0"
"500 ml tomato puree","2","0"
"250ml tomato puree","2","0"
"1150ml tomato puree","2","0"
"750 g semisweet chocolate, roughly chopped","2","0"
"700 g semisweet chocolate, roughly chopped","2","0"
"1100g semisweet chocolate, roughly chopped","2","0"
"200g semisweet chocolate, roughly chopped","2","0"
"150 ml semisweet chocolate, roughly chopped","2","0"
"1000 ml semisweet chocolate, roughly chopped","2","0"
"900ml semisweet chocolate, roughly chopped","2","0"
"1050ml semisweet chocolate, roughly chopped","2","0"
"1200 g lime juice","2","0"
"1450 g lime juice","2","0"
"1400g lime juice","2","0"
"1200g lime juice","2","0"
"150 ml lime juice","2","0"
"1050 ml lime juice","2","0"
"1350ml lime juice","2","0"
"650ml lime juice","2","0"
"400 g absinthe","2","0"
"1150 g absinthe","2","0"
"1100g absinthe","2","0"
"400g absinthe","2","0"
"1200 ml absinthe","2","0"
"1350 ml absinthe","2","0"
"1300ml absinthe","2","0"
"950ml absinthe","2","0"
"600 g sugar, vanilla flavored if possible","2","0"
"550 g sugar, vanilla flavored if possible","2","0"
"1300g sugar, vanilla flavored if possible","2","0"
"800g sugar, vanilla flavored if possible","2","0"
"1150 ml sugar, vanilla flavored if possible","2","0"
"1050 ml sugar, vanilla flavored if possible","2","0"
"1450ml sugar, vanilla flavored if possible","2","0"
"1400ml sugar, vanilla flavored if possible","2","0"
"1100 g lime juice","2","0"
"700 g lime juice","2","0"
"750g lime juice","2","0"
"800g lime juice","2","0"
"550 ml lime juice","2","0"
"200 ml lime juice","2","0"
"1150ml lime juice","2","0"
"1400ml lime juice","2","0"
"1050 g lime juice, freshly squeezed","2","0"
"450 g lime juice, freshly squeezed","2","0"
"600g lime juice, freshly squeezed","2","0"
"1350g lime juice, freshly squeezed","2","0"
"1300 ml lime juice, freshly squeezed","2","0"
"1500 ml lime juice, freshly squeezed","2","0"
"600ml lime juice, freshly squeezed","2","0"
"250ml lime juice, freshly squeezed","2","0"
"50 g ruby port","2","0"
"950 g ruby port","2","0"
"600g ruby port","2","0"
"400g ruby port","2","0"
"850 ml ruby port","2","0"
"750 ml ruby port","2","0"
"1100ml ruby port","2","0"
"800ml ruby port","2","0"
"800 g cynar","2","0"
"100 g cynar","2","0"
"50g cynar","2","0"
"400g cynar","2","0"
"750 ml cynar","2","0"
"400 ml cynar","2","0"
"50ml cynar","2","0"
"900ml cynar","2","0"
"650 g white rum","2","0"
"950 g white rum","2","0"
"500g white rum","2","0"
"1250g white rum","2","0"
"300 ml white rum","2","0"
"750 ml white rum","2","0"
"800ml white rum","2","0"
"1350ml white rum","2","0"
"1200 g salt pork","2","0"
"450 g salt pork","2","0"
"1250g salt pork","2","0"
"1350g salt pork","2","0"
"1450 ml salt pork","2","0"
"400 ml salt pork","2","0"
"1350ml salt pork","2","0"
"350ml salt pork","2","0"
"850 g cointreau","2","0"
"300 g cointreau","2","0"
"300g cointreau","2","0"
"400g cointreau","2","0"
"150 ml cointreau","2","0"
"50 ml cointreau","2","0"
"100ml cointreau","2","0"
"150ml cointreau","2","0"
"1150 g benedictine","2","0"
"50 g benedictine","2","0"
"150g benedictine","2","0"
"100g benedictine","2","0"
"1250 ml benedictine","2","0"
"50 ml benedictine","2","0"
"500ml benedictine","2","0"
"1500ml benedictine","2","0"
"800 g rye whiskey","2","0"
"650 g rye whiskey","2","0"
"500g rye whiskey","2","0"
"1050g rye whiskey","2","0"
"100 ml rye whiskey","2","0"
"550 ml rye whiskey","2","0"
"500ml rye whiskey","2","0"
"1250ml rye whiskey","2","0"
"1200 g cointreau","2","0"
"550 g cointreau","2","0"
"1450g cointreau","2","0"
"1350g cointreau","2","0"
"950 ml cointreau","2","0"
"550 ml cointreau","2","0"
"400ml cointreau","2","0"
"1300ml cointreau","2","0"
"600 g grand marnier","2","0"
"1050 g grand marnier","2","0"
"1050g grand marnier","2","0"
"1250g grand marnier","2","0"
"100 ml grand marnier","2","0"
"1350 ml grand marnier","2","0"
"450ml grand marnier","2","0"
"400ml grand marnier","2","0"
"1200 g pisco","2","0"
"850 g pisco","2","0"
"300g pisco","2","0"
"450g pisco","2","0"
"1400 ml pisco","2","0"
"150 ml pisco","2","0"
"800ml pisco","2","0"
"150ml pisco","2","0"
"1300 g dry vermouth","2","0"
"750 g dry vermouth","2","0"
"1250g dry vermouth","2","0"
"650g dry vermouth","2","0"
"100 ml dry vermouth","2","0"
"600 ml dry vermouth","2","0"
"600ml dry vermouth","2","0"
"400ml dry vermouth","2","0"
"400 g light brown sugar","2","0"
"1350 g light brown sugar","2","0"
"100g light brown sugar","2","0"
"500g light brown sugar","2","0"
"100 ml light brown sugar","2","0"
"1100 ml light brown sugar","2","0"
"300ml light brown sugar","2","0"
"800ml light brown sugar","2","0"
"850 g all purpose flour","2","0"
"1150 g all purpose flour","2","0"
"1300g all purpose flour","2","0"
"350g all purpose flour","2","0"
"1400 ml all purpose flour","2","0"
"1100 ml all purpose flour","2","0"
"450ml all purpose flour","2","0"
"350ml all purpose flour","2","0"
"1350 g watercress, fresh","2","0"
"500 g watercress, fresh","2","0"
"1100g watercress, fresh","2","0"
"1300g watercress, fresh","2","0"
"700 ml watercress, fresh","2","0"
"850 ml watercress, fresh","2","0"
"850ml watercress, fresh","2","0"
"200ml watercress, fresh","2","0"
"550 g freshly squeezed lime juice","2","0"
"1300 g freshly squeezed lime juice","2","0"
"100g freshly squeezed lime juice","2","0"
"1250g freshly squeezed lime juice","2","0"
"500 ml freshly squeezed lime juice","2","0"
"200 ml freshly squeezed lime juice","2","0"
"600ml freshly squeezed lime juice","2","0"
"1300ml freshly squeezed lime juice","2","0"
"1150 g tequila","2","0"
"1500 g tequila","2","0"
"1400g tequila","2","0"
"950g tequila","2","0"
"1350 ml tequila","2","0"
"450 ml tequila","2","0"
"750ml tequila","2","0"
"850ml tequila","2","0"
"400 g campari","2","0"
"900 g campari","2","0"
"500g campari","2","0"
"750g campari","2","0"
"1200 ml campari","2","0"
"650 ml campari","2","0"
"350ml campari","2","0"
"700ml campari","2","0"
"350 g dry vermouth, chilled","2","0"
"750 g dry vermouth, chilled","2","0"
"300g dry vermouth, chilled","2","0"
"1000g dry vermouth, chilled","2","0"
"500 ml dry vermouth, chilled","2","0"
"1000 ml dry vermouth, chilled","2","0"
"1400ml dry vermouth, chilled","2","0"
"300ml dry vermouth, chilled","2","0"
"1100 g cremini mushroom, quartered","2","0"
"350 g cremini mushroom, quartered","2","0"
"1000g cremini mushroom, quartered","2","0"
"350g cremini mushroom, quartered","2","0"
"700 ml cremini mushroom, quartered","2","0"
"1500 ml cremini mushroom, quartered","2","0"
"150ml cremini mushroom, quartered","2","0"
"1200ml cremini mushroom, quartered","2","0"
"550 g white rum","2","0"
"100 g white rum","2","0"
"450g white rum","2","0"
"250g white rum","2","0"
"500 ml white rum","2","0"
"200 ml white rum","2","0"
"1500ml white rum","2","0"
"500ml white rum","2","0"
"1450 g maraschino liqueur","2","0"
"1300 g maraschino liqueur","2","0"
"1050g maraschino liqueur","2","0"
"650g maraschino liqueur","2","0"
"150 ml maraschino liqueur","2","0"
"1250 ml maraschino liqueur","2","0"
"1200ml maraschino liqueur","2","0"
"1050ml maraschino liqueur","2","0"
"1500 g pineapple juice","2","0"
"350 g pineapple juice","2","0"
"300g pineapple juice","2","0"
"1350g pineapple juice","2","0"
"650 ml pineapple juice","2","0"
"450 ml pineapple juice","2","0"
"1200ml pineapple juice","2","0"
"600ml pineapple juice","2","0"
"600 g cognac","2","0"
"200 g cognac","2","0"
"1100g cognac","2","0"
"750g cognac","2","0"
"950 ml cognac","2","0"
"1200 ml cognac","2","0"
"650ml cognac","2","0"
"1050ml cognac","2","0"
"250 g molasses simple syrup","2","0"
"200 g molasses simple syrup","2","0"
"1050g molasses simple syrup","2","0"
"1200g molasses simple syrup","2","0"
"900 ml molasses simple syrup","2","0"
"200 ml molasses simple syrup","2","0"
"800ml molasses simple syrup","2","0"
"650ml molasses simple syrup","2","0"
"1450 g ice cube","2","0"
"1100 g ice cube","2","0"
"400g ice cube","2","0"
"650g ice cube","2","0"
"150 ml ice cube","2","0"
"750 ml ice cube","2","0"
"1150ml ice cube","2","0"
"350ml ice cube","2","0"
"850 g toasted pistachio, roughly chopped","2","0"
"1300 g toasted pistachio, roughly chopped","2","0"
"500g toasted pistachio, roughly chopped","2","0"
"1400g toasted pistachio, roughly chopped","2","0"
"1350 ml toasted pistachio, roughly chopped","2","0"
"100 ml toasted pistachio, roughly chopped","2","0"
"650ml toasted pistachio, roughly chopped","2","0"
"950ml toasted pistachio, roughly chopped","2","0"
"150 g dry vermouth","2","0"
"1450 g dry vermouth","2","0"
"250g dry vermouth","2","0"
"1300g dry vermouth","2","0"
"250 ml dry vermouth","2","0"
"600 ml dry vermouth","2","0"
"600ml dry vermouth","2","0"
"300ml dry vermouth","2","0"
"950 g cognac","2","0"
"500 g cognac","2","0"
"750g cognac","2","0"
"550g cognac","2","0"
"250 ml cognac","2","0"
"1500 ml cognac","2","0"
"950ml cognac","2","0"
"1000ml cognac","2","0"
"850 g sharp cheddar, grated","2","0"
"100 g sharp cheddar, grated","2","0"
"50g sharp cheddar, grated","2","0"
"700g sharp cheddar, grated","2","0"
"350 ml sharp cheddar, grated","2","0"
"50 ml sharp cheddar, grated","2","0"
"1100ml sharp cheddar, grated","2","0"
"1200ml sharp cheddar, grated","2","0"
"900 g whiskey","2","0"
"1300 g whiskey","2","0"
"1350g whiskey","2","0"
"800g whiskey","2","0"
"850 ml whiskey","2","0"
"900 ml whiskey","2","0"
"250ml whiskey","2","0"
"200ml whiskey","2","0"
"300 g strawberry","2","0"
"1500 g strawberry","2","0"
"500g strawberry","2","0"
"750g strawberry","2","0"
"800 ml strawberry","2","0"
"250 ml strawberry","2","0"
"400ml strawberry","2","0"
"1050ml strawberry","2","0"
"1150 g granulated sugar","2","0"
"550 g granulated sugar","2","0"
"100g granulated sugar","2","0"
"1350g granulated sugar","2","0"
"1150 ml granulated sugar","2","0"
"1350 ml granulated sugar","2","0"
"1050ml granulated sugar","2","0"
"1000ml granulated sugar","2","0"
"1250 g gin","2","0"
"900 g gin","2","0"
"950g gin","2","0"
"900g gin","2","0"
"1450 ml gin","2","0"
"150 ml gin","2","0"
"100ml gin","2","0"
"450ml gin","2","0"
"1400 g butter","2","0"
"1350 g butter","2","0"
"850g butter","2","0"
"600g butter","2","0"
"150 ml butter","2","0"
"700 ml butter","2","0"
"1050ml butter","2","0"
"900ml butter","2","0"
"1250 g english pea","2","0"
"1400 g english pea","2","0"
"1500g english pea","2","0"
"700g english pea","2","0"
"1100 ml english pea","2","0"
"950 ml english pea","2","0"
"850ml english pea","2","0"
"800ml english pea","2","0"
"1350 g lemon juice, freshly squeezed","2","0"
"250 g lemon juice, freshly squeezed","2","0"
"350g lemon juice, freshly squeezed","2","0"
"500g lemon juice, freshly squeezed","2","0"
"950 ml lemon juice, freshly squeezed","2","0"
"250 ml lemon juice, freshly squeezed","2","0"
"400ml lemon juice, freshly squeezed","2","0"
"950ml lemon juice, freshly squeezed","2","0"
"1350 g monterey jack cheese, shredded","2","0"
"1000 g monterey jack cheese, shredded","2","0"
"150g monterey jack cheese, shredded","2","0"
"200g monterey jack cheese, shredded","2","0"
"600 ml monterey jack cheese, shredded","2","0"
"1400 ml monterey jack cheese, shredded","2","0"
"1300ml monterey jack cheese, shredded","2","0"
"850ml monterey jack cheese, shredded","2","0"
"500 g seltzer","2","0"
"850 g seltzer","2","0"
"800g seltzer","2","0"
"1100g seltzer","2","0"
"1400 ml seltzer","2","0"
"400 ml seltzer","2","0"
"650ml seltzer","2","0"
"400ml seltzer","2","0"
"600 g oat flour","2","0"
"100 g oat flour","2","0"
"1050g oat flour","2","0"
"1500g oat flour","2","0"
"1450 ml oat flour","2","0"
"750 ml oat flour","2","0"
"900ml oat flour","2","0"
"750ml oat flour","2","0"
"1400 g cucumber, partially peeled, quartered, and thinly sliced","2","0"
"900 g cucumber, partially peeled, quartered, and thinly sliced","2","0"
"550g cucumber, partially peeled, quartered, and thinly sliced","2","0"
"500g cucumber, partially peeled, quartered, and thinly sliced","2","0"
"550 ml cucumber, partially peeled, quartered, and thinly sliced","2","0"
"850 ml cucumber, partially peeled, quartered, and thinly sliced","2","0"
"800ml cucumber, partially peeled, quartered, and thinly sliced","2","0"
"900ml cucumber, partially peeled, quartered, and thinly sliced","2","0"
"1000 g green chartreuse","2","0"
"300 g green chartreuse","2","0"
"50g green chartreuse","2","0"
"1500g green chartreuse","2","0"
"100 ml green chartreuse","2","0"
"450 ml green chartreuse","2","0"
"350ml green chartreuse","2","0"
"750ml green chartreuse","2","0"
"1250 g lemon simple syrup","2","0"
"750 g lemon simple syrup","2","0"
"50g lemon simple syrup","2","0"
"650g lemon simple syrup","2","0"
"1300 ml lemon simple syrup","2","0"
"1100 ml lemon simple syrup","2","0"
"400ml lemon simple syrup","2","0"
"100ml lemon simple syrup","2","0"
"800 g cointreau","2","0"
"550 g cointreau","2","0"
"750g cointreau","2","0"
"150g cointreau","2","0"
"350 ml cointreau","2","0"
"1000 ml cointreau","2","0"
"200ml cointreau","2","0"
"300ml cointreau","2","0"
"1300 g gin","2","0"
"1050 g gin","2","0"
"900g gin","2","0"
"1000g gin","2","0"
"600 ml gin","2","0"
"1300 ml gin","2","0"
"1450ml gin","2","0"
"1150ml gin","2","0"
"250 g rye whiskey","2","0"
"450 g rye whiskey","2","0"
"650g rye whiskey","2","0"
"200g rye whiskey","2","0"
"1150 ml rye whiskey","2","0"
"1450 ml rye whiskey","2","0"
"350ml rye whiskey","2","0"
"150ml rye whiskey","2","0"
"900 g angostura bitters","2","0"
"1050 g angostura bitters","2","0"
"1450g angostura bitters","2","0"
"750g angostura bitters","2","0"
"1300 ml angostura bitters","2","0"
"100 ml angostura bitters","2","0"
"450ml angostura bitters","2","0"
"950ml angostura bitters","2","0"
"1250 g cold water","2","0"
"750 g cold water","2","0"
"1200g cold water","2","0"
"950g cold water","2","0"
"550 ml cold water","2","0"
"150 ml cold water","2","0"
"200ml cold water","2","0"
"550ml cold water","2","0"
"1050 g simple syrup","2","0"
"1350 g simple syrup","2","0"
"1350g simple syrup","2","0"
"650g simple syrup","2","0"
"500 ml simple syrup","2","0"
"550 ml simple syrup","2","0"
"200ml simple syrup","2","0"
"1350ml simple syrup","2","0"
"750 g homemade crouton","2","0"
"450 g homemade crouton","2","0"
"900g homemade crouton","2","0"
"1050g homemade crouton","2","0"
"850 ml homemade crouton","2","0"
"350 ml homemade crouton","2","0"
"100ml homemade crouton","2","0"
"250ml homemade crouton","2","0"
"650 g green chartreuse","2","0"
"1350 g green chartreuse","2","0"
"150g green chartreuse","2","0"
"1250g green chartreuse","2","0"
"1450 ml green chartreuse","2","0"
"500 ml green chartreuse","2","0"
"1200ml green chartreuse","2","0"
"50ml green chartreuse","2","0"
"150 g sweet vermouth","2","0"
"900 g sweet vermouth","2","0"
"100g sweet vermouth","2","0"
"1300g sweet vermouth","2","0"
"800 ml sweet vermouth","2","0"
"450 ml sweet vermouth","2","0"
"850ml sweet vermouth","2","0"
"700ml sweet vermouth","2","0"
"950 g granulated sugar","2","0"
"1300 g granulated sugar","2","0"
"800g granulated sugar","2","0"
"350g granulated sugar","2","0"
"700 ml granulated sugar","2","0"
"1100 ml granulated sugar","2","0"
"350ml granulated sugar","2","0"
"1050ml granulated sugar","2","0"
"850 g sharp cheddar, shredded","2","0"
"350 g sharp cheddar, shredded","2","0"
"650g sharp cheddar, shredded","2","0"
"900g sharp cheddar, shredded","2","0"
"150 ml sharp cheddar, shredded","2","0"
"100 ml sharp cheddar, shredded","2","0"
"750ml sharp cheddar, shredded","2","0"
"600ml sharp cheddar, shredded","2","0"
"350 g blanco tequila","2","0"
"1150 g blanco tequila","2","0"
"1350g blanco tequila","2","0"
"50g blanco tequila","2","0"
"350 ml blanco tequila","2","0"
"800 ml blanco tequila","2","0"
"150ml blanco tequila","2","0"
"850ml blanco tequila","2","0"
"1400 g sweet vermouth","2","0"
"600 g sweet vermouth","2","0"
"1350g sweet vermouth","2","0"
"1000g sweet vermouth","2","0"
"650 ml sweet vermouth","2","0"
"1100 ml sweet vermouth","2","0"
"600ml sweet vermouth","2","0"
"550ml sweet vermouth","2","0"
"1300 g amaro","2","0"
"1100 g amaro","2","0"
"800g amaro","2","0"
"900g amaro","2","0"
"450 ml amaro","2","0"
"1050 ml amaro","2","0"
"700ml amaro","2","0"
"1300ml amaro","2","0"
"300 g cynar","2","0"
"1400 g cynar","2","0"
"100g cynar","2","0"
"250g cynar","2","0"
"250 ml cynar","2","0"
"750 ml cynar","2","0"
"1150ml cynar","2","0"
"850ml cynar","2","0"
"1450 g lemon juice, fresh squeezed","2","0"
"150 g lemon juice, fresh squeezed","2","0"
"1100g lemon juice, fresh squeezed","2","0"
"1000g lemon juice, fresh squeezed","2","0"
"1350 ml lemon juice, fresh squeezed","2","0"
"200 ml lemon juice, fresh squeezed","2","0"
"900ml lemon juice, fresh squeezed","2","0"
"250ml lemon juice, fresh squeezed","2","0"
"750 g gin","2","0"
"800 g gin","2","0"
"250g gin","2","0"
"500g gin","2","0"
"800 ml gin","2","0"
"700 ml gin","2","0"
"900ml gin","2","0"
"1400ml gin","2","0"
"300 g gin","2","0"
"450 g gin","2","0"
"950g gin","2","0"
"1450g gin","2","0"
"1050 ml gin","2","0"
"1300 ml gin","2","0"
"150ml gin","2","0"
"350ml gin","2","0"
"1100 g dark brown sugar","2","0"
"1250 g dark brown sugar","2","0"
"1200g dark brown sugar","2","0"
"1000g dark brown sugar","2","0"
"1450 ml dark brown sugar","2","0"
"700 ml dark brown sugar","2","0"
"1500ml dark brown sugar","2","0"
"850ml dark brown sugar","2","0"
"1400 g pork sausage","2","0"
"400 g pork sausage","2","0"
"250g pork sausage","2","0"
"1050g pork sausage","2","0"
"1400 ml pork sausage","2","0"
"600 ml pork sausage","2","0"
"1100ml pork sausage","2","0"
"1450ml pork sausage","2","0"
"1300 g confectioners sugar","2","0"
"1100 g confectioners sugar","2","0"
"1150g confectioners sugar","2","0"
"1400g confectioners sugar","2","0"
"250 ml confectioners sugar","2","0"
"300 ml confectioners sugar","2","0"
"400ml confectioners sugar","2","0"
"500ml confectioners sugar","2","0"
"400 g sweet vermouth","2","0"
"1050 g sweet vermouth","2","0"
"1200g sweet vermouth","2","0"
"1350g sweet vermouth","2","0"
"1000 ml sweet vermouth","2","0"
"1050 ml sweet vermouth","2","0"
"700ml sweet vermouth","2","0"
"550ml sweet vermouth","2","0"
"600 g simple syrup","2","0"
"700 g simple syrup","2","0"
"1400g simple syrup","2","0"
"1300g simple syrup","2","0"
"800 ml simple syrup","2","0"
"1150 ml simple syrup","2","0"
"50ml simple syrup","2","0"
"500ml simple syrup","2","0"
"200 g unsalted butter","2","0"
"50 g unsalted butter","2","0"
"1050g unsalted butter","2","0"
"900g unsalted butter","2","0"
"50 ml unsalted butter","2","0"
"1250 ml unsalted butter","2","0"
"1300ml unsalted butter","2","0"
"1500ml unsalted butter","2","0"
"50 g freshly squeezed lime juice","2","0"
"100 g freshly squeezed lime juice","2","0"
"750g freshly squeezed lime juice","2","0"
"950g freshly squeezed lime juice","2","0"
"700 ml freshly squeezed lime juice","2","0"
"1250 ml freshly squeezed lime juice","2","0"
"1000ml freshly squeezed lime juice","2","0"
"800ml freshly squeezed lime juice","2","0"
"1200 g rye whiskey","2","0"
"1400 g rye whiskey","2","0"
"200g rye whiskey","2","0"
"400g rye whiskey","2","0"
"400 ml rye whiskey","2","0"
"900 ml rye whiskey","2","0"
"1100ml rye whiskey","2","0"
"700ml rye whiskey","2","0"
"1200 g lemon juice, freshly squeezed","2","0"
"1400 g lemon juice, freshly squeezed","2","0"
"950g lemon juice, freshly squeezed","2","0"
"150g lemon juice, freshly squeezed","2","0"
"100 ml lemon juice, freshly squeezed","2","0"
"200 ml lemon juice, freshly squeezed","2","0"
"700ml lemon juice, freshly squeezed","2","0"
"950ml lemon juice, freshly squeezed","2","0"
"350 g whole milk","2","0"
"1150 g whole milk","2","0"
"1500g whole milk","2","0"
"1150g whole milk","2","0"
"1250 ml whole milk","2","0"
"300 ml whole milk","2","0"
"600ml whole milk","2","0"
"1450ml whole milk","2","0"
"300 g apple brandy","2","0"
"500 g apple brandy","2","0"
"50g apple brandy","2","0"
"1050g apple brandy","2","0"
"550 ml apple brandy","2","0"
"350 ml apple brandy","2","0"
"600ml apple brandy","2","0"
"500ml apple brandy","2","0"
"800 g sugar","2","0"
"300 g sugar","2","0"
"350g sugar","2","0"
"400g sugar","2","0"
"1500 ml sugar","2","0"
"1400 ml sugar","2","0"
"1400ml sugar","2","0"
"600ml sugar","2","0"
"100 g sugar","2","0"
"300 g sugar","2","0"
"1500g sugar","2","0"
"500g sugar","2","0"
"800 ml sugar","2","0"
"900 ml sugar","2","0"
"450ml sugar","2","0"
"1200ml sugar","2","0"
"700 g lime juice","2","0"
"1100 g lime juice","2","0"
"250g lime juice","2","0"
"150g lime juice","2","0"
"400 ml lime juice","2","0"
"200 ml lime juice","2","0"
"1400ml lime juice","2","0"
"850ml lime juice","2","0"
"1450 g rye whiskey","2","0"
"1400 g rye whiskey","2","0"
"250g rye whiskey","2","0"
"150g rye whiskey","2","0"
"1400 ml rye whiskey","2","0"
"800 ml rye whiskey","2","0"
"400ml rye whiskey","2","0"
"1150ml rye whiskey","2","0"
"1350 g amber rum","2","0"
"1100 g amber rum","2","0"
"1450g amber rum","2","0"
"800g amber rum","2","0"
"650 ml amber rum","2","0"
"1400 ml amber rum","2","0"
"1000ml amber rum","2","0"
"1450ml amber rum","2","0"
"1500 g salt pork","2","0"
"1250 g salt pork","2","0"
"1400g salt pork","2","0"
"1350g salt pork","2","0"
"500 ml salt pork","2","0"
"1500 ml salt pork","2","0"
"1200ml salt pork","2","0"
"1400ml salt pork","2","0"
"350 g gin","2","0"
"150 g gin","2","0"
"50g gin","2","0"
"1300g gin","2","0"
"50 ml gin","2","0"
"900 ml gin","2","0"
"700ml gin","2","0"
"150ml gin","2","0"
"1200 g gruyere, grated","2","0"
"800 g gruyere, grated","2","0"
"750g gruyere, grated","2","0"
"1000g gruyere, grated","2","0"
"250 ml gruyere, grated","2","0"
"600 ml gruyere, grated","2","0"
"750ml gruyere, grated","2","0"
"150ml gruyere, grated","2","0"
"1250 g lime juice, fresh","2","0"
"1450 g lime juice, fresh","2","0"
"1300g lime juice, fresh","2","0"
"600g lime juice, fresh","2","0"
"150 ml lime juice, fresh","2","0"
"300 ml lime juice, fresh","2","0"
"200ml lime juice, fresh","2","0"
"350ml lime juice, fresh","2","0"
"950 g grapefruit juice, freshly squeezed","2","0"
"100 g grapefruit juice, freshly squeezed","2","0"
"1200g grapefruit juice, freshly squeezed","2","0"
"1000g grapefruit juice, freshly squeezed","2","0"
"750 ml grapefruit juice, freshly squeezed","2","0"
"1350 ml grapefruit juice, freshly squeezed","2","0"
"500ml grapefruit juice, freshly squeezed","2","0"
"1100ml grapefruit juice, freshly squeezed","2","0"
"1350 g all purpose flour","2","0"
"250 g all purpose flour","2","0"
"1250g all purpose flour","2","0"
"300g all purpose flour","2","0"
"1250 ml all purpose flour","2","0"
"150 ml all purpose flour","2","0"
"350ml all purpose flour","2","0"
"1250ml all purpose flour","2","0"
"850 g lemon juice, freshly squeezed","2","0"
"1450 g lemon juice, freshly squeezed","2","0"
"1250g lemon juice, freshly squeezed","2","0"
"700g lemon juice, freshly squeezed","2","0"
"250 ml lemon juice, freshly squeezed","2","0"
"1300 ml lemon juice, freshly squeezed","2","0"
"450ml lemon juice, freshly squeezed","2","0"
"750ml lemon juice, freshly squeezed","2","0"
"950 g whole mushroom","2","0"
"200 g whole mushroom","2","0"
"50g whole mushroom","2","0"
"1350g whole mushroom","2","0"
"850 ml whole mushroom","2","0"
"150 ml whole mushroom","2","0"
"250ml whole mushroom","2","0"
"1500ml whole mushroom","2","0"
"700 g absinthe","2","0"
"200 g absinthe","2","0"
"950g absinthe","2","0"
"350g absinthe","2","0"
"550 ml absinthe","2","0"
"300 ml absinthe","2","0"
"900ml absinthe","2","0"
"200ml absinthe","2","0"
"1100 g lemon juice, freshly squeezed","2","0"
"600 g lemon juice, freshly squeezed","2","0"
"1450g lemon juice, freshly squeezed","2","0"
